train_loss
0.006939581768173311
0.0011043824617647463
0.0004737386526539922
0.00041428767532731095
0.000366132862917665
0.0003456860656539599
0.00031421245024022127
0.0003067132579680118
0.00028933132377763587
0.00027894643807990685
0.00026918330152208604
0.0002631948264833126
0.00024813352126835123
0.00025546707290535173
0.0002462877214161886
0.00024150090033395422
0.00022675954439263377
0.00021320829956999256
0.00020277487114071845
0.00018724210573256843
0.00017268986040208903
0.00016021974423589805
0.00013164623213621478
0.00011974657588224444
0.00011318658931284315
0.00010944303002260211
0.00010403691551699821
9.526172911541329e-05
9.052165615786281e-05
8.641256944328133e-05
8.145338351217409e-05
7.778250088449567e-05
7.419018346505861e-05
7.239613080552469e-05
7.188763547067841e-05
6.869082119212382e-05
6.560279231052845e-05
6.277341570239514e-05
6.035114062898275e-05
5.835912504052329e-05
5.5313717037077165e-05
5.381619467193054e-05
5.154232413689089e-05
4.873034599263014e-05
4.908666218398139e-05
4.743952808591227e-05
4.1546070230348655e-05
3.919955294501657e-05
3.7079466823747175e-05
3.461919799317709e-05
3.2378208189685313e-05
3.017712044917668e-05
2.8780323255988253e-05
2.715269401152101e-05
2.525115996832028e-05
2.2796608763100164e-05
2.1852668174283786e-05
2.113239951237726e-05
1.997765315334416e-05
1.8910176473178176e-05
2.060944647786932e-05
1.915150739174957e-05
1.7943274142453446e-05
1.7131872979613642e-05
1.618180523413078e-05
1.610294700690752e-05
1.5490609706224252e-05
1.5644450815873118e-05
1.4987545202731983e-05
1.4495223594066272e-05
1.5427021304882754e-05
1.4443176057991676e-05
1.4554505218661184e-05
1.4360657490518254e-05
1.3458713438012637e-05
1.2973392262615057e-05
1.281537222287928e-05
1.2461771079364957e-05
1.2704304204412942e-05
1.2325336703927153e-05
1.2318670439223448e-05
1.2757810408301237e-05
1.2780312180338014e-05
1.2155187270966254e-05
1.1746312957257032e-05
1.1633027946421256e-05
1.2073744809539574e-05
1.195422233043549e-05
1.1947036715961683e-05
1.1569474550520277e-05
