MAE1,MAE2,MAE3,MAE4,MAE5,MAE6
20.22114,20.21192,20.210545,20.209278,20.21336,20.230404
20.21982,20.210632,20.209133,20.20746,20.21144,20.228588
20.218302,20.209158,20.207535,20.205399,20.209278,20.22654
20.216648,20.20756,20.205818,20.203184,20.206978,20.224354
20.214909,20.205883,20.204033,20.200884,20.204597,20.222092
20.213118,20.204163,20.202213,20.19854,20.20218,20.219795
20.211308,20.202423,20.200378,20.19618,20.199759,20.217491
20.210005,20.201199,20.199165,20.194603,20.19822,20.216002
20.209095,20.200361,20.19837,20.193583,20.197256,20.215069
20.208485,20.199804,20.197859,20.192938,20.196665,20.214497
20.208149,20.199509,20.197617,20.192636,20.19642,20.214254
20.208014,20.199402,20.197556,20.192572,20.196407,20.214235
20.207996,20.199402,20.19759,20.192627,20.196499,20.214321
20.207901,20.199314,20.1975,20.192524,20.196392,20.214226
20.207748,20.199163,20.197338,20.192318,20.196177,20.214024
20.207561,20.198982,20.197138,20.192066,20.195911,20.213774
20.207357,20.198788,20.19693,20.191795,20.195631,20.213509
20.207151,20.19859,20.196718,20.191525,20.195353,20.213242
20.206947,20.198393,20.196512,20.191257,20.19508,20.212982
20.518553,20.515623,20.588762,20.682688,20.763294,20.735495
20.999386,21.006712,21.209621,21.429892,21.649261,21.567482
21.489708,21.50243,21.828964,22.102308,22.446613,22.338696
21.835592,21.850008,22.213646,22.474476,22.853662,22.747099
22.059856,22.075502,22.410246,22.636185,22.982971,22.886398
22.21741,22.233667,22.516462,22.70251,22.990492,22.90665
22.350681,22.36793,22.604065,22.754303,22.988764,22.916336
22.455345,22.472874,22.666317,22.783846,22.967077,22.907022
22.536673,22.553482,22.708416,22.797138,22.932863,22.884556
22.600704,22.61632,22.738386,22.802809,22.897312,22.859337
22.651514,22.66593,22.76092,22.805384,22.865587,22.836416
22.691982,22.705408,22.778389,22.806664,22.838871,22.817074
22.724154,22.736797,22.791817,22.806961,22.81627,22.800644
22.750229,22.762342,22.802887,22.807484,22.798416,22.787842
22.77149,22.783283,22.812113,22.808199,22.784313,22.777908
22.788952,22.800571,22.819841,22.80901,22.773088,22.770128
22.803225,22.814741,22.826015,22.809462,22.763508,22.763462
22.815002,22.826466,22.831015,22.809708,22.755348,22.757757
22.824936,22.83641,22.835373,22.810137,22.748856,22.753311
22.833181,22.844671,22.838842,22.810265,22.743048,22.749271
22.840122,22.851624,22.841652,22.810226,22.737906,22.745642
22.84616,22.857674,22.844168,22.810345,22.733736,22.742737
22.851442,22.862936,22.846348,22.810452,22.730156,22.740225
22.856441,22.867897,22.848728,22.811111,22.72786,22.738754
22.861439,22.872831,22.851553,22.812523,22.727032,22.738518
22.866516,22.877775,22.854706,22.814476,22.72727,22.739141
22.872128,22.883198,22.858768,22.817621,22.729427,22.741423
22.87822,22.88901,22.863482,22.821598,22.732908,22.744818
22.884886,22.895294,22.868887,22.826418,22.73767,22.749302
22.892164,22.902092,22.874992,22.832073,22.743666,22.754826
22.900017,22.90937,22.88173,22.838463,22.750721,22.761257
22.908434,22.917143,22.889107,22.845608,22.758852,22.768621
22.917177,22.925169,22.896797,22.85312,22.767488,22.77641
22.926119,22.933342,22.904648,22.860825,22.776394,22.784403
22.935125,22.94154,22.912525,22.868584,22.78537,22.792444
22.969301,22.9787,22.965721,22.930538,22.874216,22.874166
22.990215,23.00022,22.992935,22.960152,22.91415,22.912027
23.010391,23.018984,23.012522,22.980759,22.939812,22.93491
23.007757,23.011127,22.990034,22.95063,22.890066,22.888165
23.014524,23.014275,22.985596,22.943249,22.874954,22.872358
23.0225,23.020653,22.98912,22.945478,22.875126,22.872108
