MAE1,MAE2,MAE3,MAE4,MAE5,MAE6
21.198404,21.188923,21.179205,21.169281,21.159245,21.149155
21.188923,21.179205,21.169281,21.159245,21.149155,21.14002
21.179205,21.169281,21.159245,21.149155,21.14002,21.131863
21.169281,21.159245,21.149155,21.14002,21.131863,21.124254
21.159245,21.149155,21.14002,21.131863,21.124254,21.121449
21.149155,21.14002,21.131863,21.124254,21.121449,21.119106
21.14002,21.131863,21.124254,21.121449,21.119106,21.114986
21.131863,21.124254,21.121449,21.119106,21.114986,21.110119
21.124254,21.121449,21.119106,21.114986,21.110119,21.105698
21.121449,21.119106,21.114986,21.110119,21.105698,21.10202
21.119106,21.114986,21.110119,21.105698,21.10202,21.09889
21.114986,21.110119,21.105698,21.10202,21.09889,21.096214
21.110119,21.105698,21.10202,21.09889,21.096214,21.093578
21.105698,21.10202,21.09889,21.096214,21.093578,21.09166
21.10202,21.09889,21.096214,21.093578,21.09166,21.090492
21.09889,21.096214,21.093578,21.09166,21.090492,21.085402
21.096214,21.093578,21.09166,21.090492,21.085402,21.080486
21.093578,21.09166,21.090492,21.085402,21.080486,21.077852
21.09166,21.090492,21.085402,21.080486,21.077852,21.077045
21.090492,21.085402,21.080486,21.077852,21.077045,20.466377
21.085402,21.080486,21.077852,21.077045,20.466377,20.25715
21.080486,21.077852,21.077045,20.466377,20.25715,20.111744
21.077852,21.077045,20.466377,20.25715,20.111744,19.961744
21.077045,20.466377,20.25715,20.111744,19.961744,19.926077
20.466377,20.25715,20.111744,19.961744,19.926077,19.919394
20.25715,20.111744,19.961744,19.926077,19.919394,19.917854
20.111744,19.961744,19.926077,19.919394,19.917854,19.916918
19.961744,19.926077,19.919394,19.917854,19.916918,19.916475
19.926077,19.919394,19.917854,19.916918,19.916475,19.93476
19.919394,19.917854,19.916918,19.916475,19.93476,19.968292
19.917854,19.916918,19.916475,19.93476,19.968292,20.005701
19.916918,19.916475,19.93476,19.968292,20.005701,20.041159
19.916475,19.93476,19.968292,20.005701,20.041159,20.09069
19.93476,19.968292,20.005701,20.041159,20.09069,20.156982
19.968292,20.005701,20.041159,20.09069,20.156982,20.189415
20.005701,20.041159,20.09069,20.156982,20.189415,20.214058
20.041159,20.09069,20.156982,20.189415,20.214058,21.793253
20.09069,20.156982,20.189415,20.214058,21.793253,22.289541
20.156982,20.189415,20.214058,21.793253,22.289541,22.379333
20.189415,20.214058,21.793253,22.289541,22.379333,21.631413
20.214058,21.793253,22.289541,22.379333,21.631413,20.929678
21.793253,22.289541,22.379333,21.631413,20.929678,20.86982
22.289541,22.379333,21.631413,20.929678,20.86982,20.7371
22.379333,21.631413,20.929678,20.86982,20.7371,20.630844
21.631413,20.929678,20.86982,20.7371,20.630844,20.597612
20.929678,20.86982,20.7371,20.630844,20.597612,20.61806
20.86982,20.7371,20.630844,20.597612,20.61806,20.620096
20.7371,20.630844,20.597612,20.61806,20.620096,20.618368
20.630844,20.597612,20.61806,20.620096,20.618368,20.61616
20.597612,20.61806,20.620096,20.618368,20.61616,20.610828
20.61806,20.620096,20.618368,20.61616,20.610828,20.60643
20.620096,20.618368,20.61616,20.610828,20.60643,20.599033
20.618368,20.61616,20.610828,20.60643,20.599033,20.588873
20.61616,20.610828,20.60643,20.599033,20.588873,20.577843
20.610828,20.60643,20.599033,20.588873,20.577843,20.570625
20.60643,20.599033,20.588873,20.577843,20.570625,20.561224
20.599033,20.588873,20.577843,20.570625,20.561224,20.551977
20.588873,20.577843,20.570625,20.561224,20.551977,20.540112
20.577843,20.570625,20.561224,20.551977,20.540112,20.548841
20.570625,20.561224,20.551977,20.540112,20.548841,20.571754
20.561224,20.551977,20.540112,20.548841,20.571754,20.610254
20.551977,20.540112,20.548841,20.571754,20.610254,20.643465
20.540112,20.548841,20.571754,20.610254,20.643465,20.683445
20.548841,20.571754,20.610254,20.643465,20.683445,20.73216
20.571754,20.610254,20.643465,20.683445,20.73216,20.745974
20.610254,20.643465,20.683445,20.73216,20.745974,20.744688
20.643465,20.683445,20.73216,20.745974,20.744688,21.954994
20.683445,20.73216,20.745974,20.744688,21.954994,22.332918
20.73216,20.745974,20.744688,21.954994,22.332918,22.378716
20.745974,20.744688,21.954994,22.332918,22.378716,21.768219
20.744688,21.954994,22.332918,22.378716,21.768219,21.119726
21.954994,22.332918,22.378716,21.768219,21.119726,21.03188
22.332918,22.378716,21.768219,21.119726,21.03188,20.848835
22.378716,21.768219,21.119726,21.03188,20.848835,20.733456
21.768219,21.119726,21.03188,20.848835,20.733456,20.645899
21.119726,21.03188,20.848835,20.733456,20.645899,20.539778
21.03188,20.848835,20.733456,20.645899,20.539778,20.477943
20.848835,20.733456,20.645899,20.539778,20.477943,20.432276
20.733456,20.645899,20.539778,20.477943,20.432276,20.370968
20.645899,20.539778,20.477943,20.432276,20.370968,20.346437
20.539778,20.477943,20.432276,20.370968,20.346437,20.342583
20.477943,20.432276,20.370968,20.346437,20.342583,21.34106
20.432276,20.370968,20.346437,20.342583,21.34106,22.274525
20.370968,20.346437,20.342583,21.34106,22.274525,22.27047
20.346437,20.342583,21.34106,22.274525,22.27047,21.496277
20.342583,21.34106,22.274525,22.27047,21.496277,21.03619
21.34106,22.274525,22.27047,21.496277,21.03619,20.713875
22.274525,22.27047,21.496277,21.03619,20.713875,20.543562
22.27047,21.496277,21.03619,20.713875,20.543562,20.279158
21.496277,21.03619,20.713875,20.543562,20.279158,20.18505
21.03619,20.713875,20.543562,20.279158,20.18505,20.131508
20.713875,20.543562,20.279158,20.18505,20.131508,20.107576
20.543562,20.279158,20.18505,20.131508,20.107576,20.081627
20.279158,20.18505,20.131508,20.107576,20.081627,20.056997
20.18505,20.131508,20.107576,20.081627,20.056997,20.033213
20.131508,20.107576,20.081627,20.056997,20.033213,20.003206
20.107576,20.081627,20.056997,20.033213,20.003206,19.971752
20.081627,20.056997,20.033213,20.003206,19.971752,19.960201
20.056997,20.033213,20.003206,19.971752,19.960201,19.94684
20.033213,20.003206,19.971752,19.960201,19.94684,19.926062
20.003206,19.971752,19.960201,19.94684,19.926062,19.905918
19.971752,19.960201,19.94684,19.926062,19.905918,19.890532
19.960201,19.94684,19.926062,19.905918,19.890532,19.878366
19.94684,19.926062,19.905918,19.890532,19.878366,19.866905
19.926062,19.905918,19.890532,19.878366,19.866905,19.855482
19.905918,19.890532,19.878366,19.866905,19.855482,19.844446
19.890532,19.878366,19.866905,19.855482,19.844446,19.834068
19.878366,19.866905,19.855482,19.844446,19.834068,19.824326
19.866905,19.855482,19.844446,19.834068,19.824326,19.815079
19.855482,19.844446,19.834068,19.824326,19.815079,19.809788
19.844446,19.834068,19.824326,19.815079,19.809788,19.804373
19.834068,19.824326,19.815079,19.809788,19.804373,19.797575
19.824326,19.815079,19.809788,19.804373,19.797575,19.79028
19.815079,19.809788,19.804373,19.797575,19.79028,19.783306
19.809788,19.804373,19.797575,19.79028,19.783306,19.776817
19.804373,19.797575,19.79028,19.783306,19.776817,20.28285
19.797575,19.79028,19.783306,19.776817,20.28285,20.506245
19.79028,19.783306,19.776817,20.28285,20.506245,20.629704
19.783306,19.776817,20.28285,20.506245,20.629704,20.91558
19.776817,20.28285,20.506245,20.629704,20.91558,21.040611
20.28285,20.506245,20.629704,20.91558,21.040611,21.075615
