MAE1,MAE2,MAE3,MAE4,MAE5,MAE6
21.074902,21.057985,21.023531,21.001976,20.999537,20.993845
21.070131,21.056355,21.021547,21.002218,21.00203,20.996223
21.063053,21.049994,21.016514,20.998743,20.998997,20.993996
21.054398,21.04275,21.01168,20.993725,20.993496,20.988766
21.04538,21.036184,21.0062,20.986748,20.985796,20.981224
21.035847,21.028193,20.997225,20.976528,20.975077,20.971478
21.02462,21.017092,20.984732,20.963383,20.961782,20.960245
21.01809,21.010458,20.977922,20.956924,20.954817,20.954008
21.009861,21.002193,20.96956,20.947863,20.944616,20.945524
21.001978,20.995604,20.962624,20.939014,20.936516,20.940702
21.001148,20.995218,20.960665,20.937347,20.93608,20.943474
20.998554,20.991041,20.955929,20.932905,20.932684,20.941933
20.992474,20.984852,20.950747,20.926975,20.927986,20.93887
20.985916,20.979563,20.945642,20.921627,20.923943,20.936558
20.981577,20.97592,20.941925,20.9186,20.921936,20.935806
20.978127,20.97277,20.939238,20.916735,20.920467,20.935154
20.975357,20.971014,20.938274,20.915913,20.920012,20.935156
20.973577,20.970453,20.937742,20.915552,20.919985,20.93519
20.971722,20.969194,20.936281,20.914434,20.919035,20.934387
20.979734,20.972652,20.99255,20.970242,21.021708,21.354267
21.009062,21.020153,21.038475,21.064129,21.423986,21.563576
20.98275,20.992342,21.063984,21.421644,21.578505,21.537075
20.984396,21.049139,21.46369,21.592806,21.593748,21.540342
21.053478,21.443262,21.5605,21.53834,21.539299,21.548225
21.421926,21.531864,21.4748,21.468796,21.536314,21.528326
21.051195,20.902744,21.076727,21.202566,21.277163,21.23799
20.763004,20.879284,21.108006,21.211468,21.267286,21.23264
20.800972,20.94948,21.110678,21.168768,21.214388,21.219177
20.813152,20.886326,21.038568,21.105967,21.170628,21.182247
20.766806,20.82663,20.986877,21.062424,21.133493,21.15387
20.733042,20.8094,20.98044,21.052162,21.12473,21.156221
20.717129,20.80771,20.985134,21.058493,21.133053,21.160007
20.696636,20.792307,20.980385,21.058409,21.13305,21.155945
20.675,20.780184,20.976112,21.054016,21.131655,21.163591
20.669043,20.782087,20.976475,21.05626,21.141647,21.179356
20.67406,20.785994,20.979504,21.06374,21.154167,21.189184
20.612188,20.72241,21.0426,21.067127,21.277637,21.89793
20.54578,20.768368,20.976845,21.23284,21.770864,22.076742
20.581547,20.75953,21.12681,21.662518,21.921825,22.081055
20.824377,21.20079,21.705276,21.938322,21.945251,21.459068
21.091024,21.492855,21.798796,21.73427,21.442602,21.201756
21.22834,21.439037,21.493814,21.280434,21.183165,21.22358
21.880325,21.964167,21.597008,21.481567,21.51774,21.617874
21.962263,21.62793,21.527298,21.566734,21.586788,21.636696
21.646961,21.589397,21.582432,21.63371,21.648975,21.682896
21.382391,21.398977,21.453,21.478247,21.520393,21.522945
21.126598,21.175928,21.260843,21.315273,21.373646,21.315025
21.151304,21.223982,21.30598,21.359219,21.364197,21.330051
21.094713,21.139858,21.2323,21.253012,21.259876,21.250483
21.019596,21.08551,21.174429,21.189518,21.22967,21.248608
20.981363,21.039478,21.122448,21.168314,21.22179,21.22932
20.96847,21.02462,21.12532,21.183773,21.225546,21.232113
20.954788,21.023914,21.135435,21.180607,21.221992,21.237537
20.943321,21.021866,21.128178,21.170856,21.223618,21.241219
20.934542,21.00751,21.1131,21.166248,21.22406,21.236313
20.92622,20.995348,21.108576,21.164928,21.22376,21.237186
20.913784,20.986595,21.10569,21.16015,21.223341,21.240063
20.902004,20.979008,21.099491,21.153664,21.222515,21.24311
20.884851,20.962929,21.084522,21.142248,21.218199,21.239826
20.864712,20.944197,21.069574,21.132227,21.213745,21.237156
20.85103,20.93393,21.063198,21.127396,21.21211,21.239206
20.840742,20.92743,21.058481,21.122568,21.210608,21.241394
20.832712,20.921942,21.053057,21.118322,21.21001,21.242992
20.826166,20.91521,21.047407,21.1148,21.208796,21.241617
20.837093,20.926819,21.058187,21.124462,21.216473,21.249634
20.86199,20.949314,21.07676,21.138481,21.22576,21.257126
20.822872,20.892563,21.124744,21.142954,21.306988,21.836395
20.74103,20.91161,21.069405,21.2285,21.689695,22.000477
20.793852,20.93546,21.161613,21.59279,21.863852,22.035196
20.990255,21.227448,21.587135,21.817,21.877968,21.45442
21.149696,21.45023,21.717237,21.69011,21.45073,21.232052
21.299963,21.50916,21.559484,21.357368,21.254416,21.287176
21.978584,22.05757,21.755138,21.626091,21.633524,21.704472
22.010197,21.737387,21.604933,21.615637,21.622465,21.619022
21.74751,21.667267,21.634092,21.663126,21.654053,21.670425
21.45741,21.445604,21.466293,21.470871,21.500061,21.483852
21.175705,21.198196,21.257458,21.293188,21.337841,21.280636
21.19394,21.254084,21.319586,21.358034,21.352064,21.327864
21.096333,21.132221,21.199242,21.214193,21.221819,21.205755
21.005806,21.060783,21.126919,21.142082,21.182287,21.200453
20.93405,20.977402,21.043879,21.090557,21.152325,21.164232
20.762379,20.789114,20.979958,21.0388,21.194614,21.5147
20.712852,20.85623,21.032278,21.164335,21.514307,21.856598
20.764072,20.89761,21.085207,21.427418,21.744299,21.88913
20.854431,21.021427,21.352598,21.621973,21.71202,21.33894
20.90679,21.189497,21.535048,21.534765,21.340015,21.140226
21.02963,21.313356,21.417955,21.246296,21.15292,21.228098
21.624645,21.747942,21.458366,21.374004,21.415585,21.554386
21.948154,21.689842,21.574835,21.613968,21.688364,21.67316
21.62887,21.546963,21.545895,21.641106,21.608204,21.629677
21.274395,21.289688,21.39052,21.381573,21.450218,21.459436
21.084566,21.154041,21.15329,21.17804,21.158705,20.881538
20.849585,20.847855,20.861994,20.791557,20.639069,20.491308
20.657421,20.67479,20.64236,20.513342,20.382633,20.371078
20.422678,20.412676,20.339252,20.256893,20.151611,20.185371
20.22247,20.204798,20.151924,20.115644,19.99779,20.037598
20.08755,20.092356,20.056456,20.030415,19.90299,19.945389
20.032217,20.056309,20.020327,19.989351,19.866043,19.91703
20.005287,20.028572,19.981382,19.94973,19.839365,19.888836
19.97799,19.991383,19.94226,19.913387,19.813885,19.860846
19.95111,19.95853,19.91311,19.886156,19.795126,19.839914
19.923803,19.929138,19.886868,19.85989,19.776882,19.81979
19.89509,19.899181,19.856956,19.830118,19.755629,19.796335
19.863888,19.859768,19.810356,19.781397,19.72224,19.754673
19.84669,19.834457,19.783104,19.751022,19.70459,19.725758
19.834967,19.821905,19.77204,19.738178,19.69639,19.71413
19.826698,19.809212,19.756514,19.719645,19.683493,19.693523
19.823723,19.801554,19.746765,19.709402,19.67485,19.678429
19.821806,19.796577,19.74121,19.70313,19.668455,19.667513
19.817715,19.792456,19.737083,19.698215,19.663261,19.660809
19.814287,19.788189,19.731287,19.691061,19.656334,19.652523
19.811268,19.782862,19.723663,19.68195,19.647577,19.64254
19.809803,19.777466,19.715715,19.671877,19.638027,19.631834
19.80712,19.772108,19.708836,19.66352,19.630095,19.62362
19.81006,19.769114,19.703157,19.65453,19.622845,19.616877
19.830515,19.786371,19.73783,19.667582,19.6555,19.970964
19.787607,19.738565,19.709965,19.649485,19.955164,20.142408
19.718658,19.69136,19.629608,19.912735,20.132265,20.239735
19.674595,19.68534,19.942331,20.113625,20.236551,20.382683
19.719093,19.987785,20.225857,20.344645,20.468142,20.596666
20.061308,20.276749,20.41023,20.50584,20.627638,20.650692
20.448677,20.60472,20.705256,20.765875,20.817482,20.773558
20.58085,20.708557,20.757162,20.77132,20.768738,20.756979
20.664623,20.768164,20.773247,20.745293,20.770424,20.750431
20.916086,20.973785,20.947178,20.959906,20.966635,20.952982
20.95268,20.967165,20.931257,20.931293,20.93082,20.937746
20.942085,20.97169,20.94974,20.92604,20.95054,20.962759
20.973045,21.004744,20.972752,20.972267,20.99435,20.980038
20.966621,20.986372,20.957481,20.9606,20.96113,20.955568
20.966797,20.991436,20.966719,20.953762,20.952892,20.965618
20.987911,21.011936,20.979975,20.964813,20.972366,20.982658
20.995743,21.012733,20.980442,20.970547,20.97863,20.982939
20.993597,21.009827,20.982964,20.971607,20.977753,20.983835
20.996803,21.016579,20.990536,20.976175,20.983162,20.990828
21.001429,21.019815,20.99067,20.975384,20.984533,20.991983
21.00481,21.019281,20.989338,20.974154,20.984854,20.993513
21.005924,21.01827,20.9892,20.973919,20.98637,20.995455
21.006092,21.018087,20.989925,20.975126,20.989182,20.998274
21.006485,21.018866,20.991446,20.977388,20.992706,21.002483
21.005993,21.018955,20.992065,20.97852,20.995352,21.006645
21.00564,21.019176,20.99282,20.979862,20.998974,21.01131
21.005001,21.018908,20.993248,20.981342,21.002317,21.01522
21.004261,21.019056,20.99455,20.983492,21.00581,21.019402
21.004063,21.020319,20.996647,20.986162,21.00968,21.023867
21.004192,21.021732,20.998379,20.988365,21.013002,21.02774
21.00539,21.02379,21.000643,20.991085,21.016584,21.031534
21.006521,21.02548,21.002476,20.993105,21.01902,21.034502
21.007513,21.027168,21.004238,20.994682,21.0212,21.037502
21.008348,21.028545,21.005312,20.995752,21.02306,21.04024
21.00889,21.029366,21.005878,20.996529,21.024662,21.042944
21.009382,21.030226,21.006636,20.997606,21.026638,21.046167
21.011478,21.032293,21.00871,21.000885,21.03009,21.046162
21.009201,21.0298,21.005903,20.998669,21.024698,21.039291
21.002714,21.024181,20.999235,20.989902,21.014168,21.029346
20.997503,21.018723,20.990324,20.979582,21.00278,21.020124
20.99387,21.012371,20.981,20.969269,20.992056,21.012577
20.99009,21.005959,20.972937,20.9603,20.984,21.007593
20.976267,20.98969,20.95533,20.942497,20.968475,20.992579
20.954128,20.96645,20.932007,20.920248,20.947563,20.972366
20.93132,20.943867,20.909628,20.89901,20.926182,20.952707
20.910595,20.92369,20.889046,20.878582,20.905373,20.934437
20.891298,20.90445,20.868853,20.85792,20.885126,20.91637
20.871548,20.883978,20.847446,20.836435,20.864447,20.897234
20.858032,20.86789,20.91654,20.910152,20.98895,21.235752
20.87664,20.931274,20.980944,21.04875,21.342531,21.51167
20.86987,20.919134,21.047901,21.366669,21.556059,21.554834
20.870079,20.964281,21.345095,21.503325,21.549473,21.507034
20.925795,21.279457,21.427776,21.456825,21.486301,21.487001
21.226746,21.369204,21.370264,21.391655,21.453356,21.474554
20.940441,20.850307,21.028816,21.16024,21.248657,21.227823
20.681665,20.791348,21.040886,21.192959,21.285074,21.261488
20.668041,20.813976,21.038435,21.157598,21.239023,21.238571
20.657715,20.766777,20.993338,21.105886,21.19702,21.213444
20.631058,20.73146,20.956518,21.064577,21.167416,21.205101
20.613293,20.71541,20.941868,21.046314,21.156773,21.201551
20.603535,20.7121,20.942461,21.047771,21.159296,21.196766
20.589914,20.703384,20.942389,21.047325,21.154839,21.188786
20.576223,20.70114,20.943762,21.045494,21.152,21.194433
20.569656,20.701385,20.941143,21.044678,21.15534,21.200842
20.56877,20.700417,20.939995,21.04868,21.162382,21.205587
20.570066,20.70283,20.944324,21.054256,21.16859,21.212513
20.569052,20.70543,20.945637,21.053007,21.167591,21.217066
20.575739,20.716373,20.949572,21.056013,21.172564,21.226025
20.588327,20.72491,20.95262,21.06094,21.178406,21.227198
20.591404,20.723299,20.953037,21.061398,21.177288,21.22423
20.593359,20.728968,20.956676,21.061981,21.17697,21.226042
20.599508,20.734692,20.95807,21.062057,21.177052,21.224922
20.60031,20.732222,20.954481,21.05821,21.17193,21.218147
20.599274,20.732113,20.952938,21.05475,21.166779,21.214834
20.600834,20.733818,20.951403,21.051651,21.162878,21.210743
20.611786,20.743824,20.956419,21.054893,21.16426,21.21084
20.624823,20.75329,20.962328,21.057608,21.164406,21.21075
20.606834,20.742168,21.050354,21.070595,21.283352,21.906689
20.53481,20.75775,20.95771,21.221672,21.740858,22.047695
20.57153,20.749334,21.102983,21.63832,21.920218,22.091768
20.841253,21.185123,21.661903,21.91234,21.960522,21.48364
21.080845,21.464838,21.7784,21.749422,21.476627,21.253489
21.229012,21.452059,21.526253,21.31784,21.227491,21.28657
21.930063,22.044529,21.676468,21.545483,21.580763,21.687765
22.00337,21.660759,21.558805,21.579412,21.602953,21.644547
21.674189,21.6154,21.602081,21.648092,21.657585,21.70036
21.407639,21.421911,21.476107,21.506208,21.543257,21.548573
21.154497,21.209476,21.29506,21.359627,21.409124,21.353102
21.170559,21.248152,21.328943,21.388271,21.391462,21.358503
21.091293,21.137114,21.241102,21.269377,21.280155,21.279072
21.009714,21.084894,21.190327,21.214027,21.261038,21.289188
20.949835,21.01509,21.1199,21.176908,21.24062,21.249447
20.813534,20.861902,21.086824,21.174648,21.299412,21.462992
20.782928,20.919939,21.148169,21.274662,21.482628,21.656929
20.889914,21.02727,21.247492,21.417374,21.619366,21.67997
21.022083,21.161991,21.348804,21.487316,21.577961,21.353325
21.067741,21.192415,21.387178,21.400599,21.352974,21.2632
21.092537,21.241823,21.33605,21.281721,21.29036,21.37424
21.51798,21.642424,21.55943,21.493797,21.515894,22.234156
21.607203,21.534363,21.459444,21.45729,21.948896,22.167242
21.634892,21.638277,21.627079,22.099653,22.306515,22.441292
21.512333,21.570793,21.914865,22.139126,22.156343,21.815218
21.480312,21.834429,22.029264,22.030212,21.742188,21.52086
21.868185,22.053242,22.04311,21.787802,21.613255,21.584982
22.312431,22.319462,22.027002,21.852608,21.776392,21.787775
22.129883,21.867615,21.692244,21.630007,21.608597,21.606575
21.846712,21.7323,21.655748,21.662851,21.641747,21.6512
21.639288,21.598059,21.578203,21.589298,21.572144,21.550522
21.457186,21.456102,21.453129,21.44763,21.445635,21.413105
21.346966,21.361214,21.362808,21.365494,21.366829,21.341862
21.34873,21.370808,21.374496,21.381052,21.37762,21.382725
21.264317,21.27779,21.278051,21.28172,21.305563,21.310085
21.127302,21.142036,21.154133,21.174946,21.224306,21.228146
21.141176,21.20322,21.269121,21.226585,21.281092,22.423353
20.937086,21.057648,21.060854,21.152843,22.21045,22.661442
21.0591,21.219452,21.274559,22.392128,22.803196,23.009499
21.209396,21.273579,22.281097,22.638573,22.758278,22.202871
21.193153,22.22373,22.608828,22.653738,22.028542,21.556002
22.12422,22.513094,22.619179,22.00576,21.668821,21.629868
22.588758,22.718458,21.95332,21.632818,21.572332,21.625801
22.499914,21.76239,21.510712,21.42665,21.447405,21.1585
21.65146,21.389044,21.283699,21.263817,21.032093,20.902409
21.265377,21.17702,21.087584,20.883965,20.744705,20.614405
21.014776,20.955296,20.71712,20.55974,20.472292,20.385538
20.695354,20.532604,20.342438,20.243746,20.146372,20.096722
20.238798,20.12187,19.982576,19.90482,19.819,19.804611
20.09088,20.039265,19.908855,19.852299,19.78014,19.807
20.058853,19.994059,19.897617,19.862762,19.807577,19.818945
20.025969,19.971933,19.911825,19.877861,19.84273,19.840738
20.026873,19.991594,19.943712,19.90038,19.87085,19.870632
20.003305,19.973936,19.91993,19.867624,19.838581,19.847687
19.979393,19.943542,19.88386,19.827303,19.796007,19.817207
19.975597,19.93329,19.872503,19.819542,19.79125,19.813553
19.966894,19.919575,19.861187,19.811155,19.785543,19.805145
19.943993,19.895344,19.840641,19.78834,19.765697,19.787474
19.921223,19.872763,19.818285,19.766903,19.748165,19.773298
19.902044,19.85277,19.798708,19.752678,19.737087,19.763826
19.884863,19.836533,19.78696,19.744389,19.73149,19.76048
19.870106,19.826086,19.782196,19.740124,19.730976,19.763868
19.854204,19.816433,19.776804,19.735197,19.730762,19.76984
19.837778,19.80575,19.769024,19.7288,19.728794,19.774761
19.821476,19.795008,19.761292,19.723587,19.727226,19.779133
19.805471,19.785412,19.756353,19.722076,19.727743,19.784296
19.790653,19.776688,19.751976,19.720963,19.726318,19.78497
19.761648,19.733307,19.749224,19.697092,19.712309,20.078339
19.697403,19.725855,19.703981,19.681726,20.038563,20.186466
19.679941,19.704796,19.656176,19.98262,20.166943,20.272224
19.633312,19.641048,19.949247,20.051945,20.148594,20.276186
19.636913,19.944345,20.097662,20.155556,20.235031,20.351873
19.930882,20.093569,20.17932,20.213129,20.321138,20.382275
20.194231,20.29313,20.355406,20.410664,20.494432,20.4491
20.30687,20.386421,20.447866,20.496222,20.502083,20.505508
20.406607,20.495598,20.537615,20.511127,20.547855,20.556574
20.647348,20.70375,20.69162,20.685366,20.722878,20.724771
20.713678,20.716978,20.687937,20.68618,20.706057,20.70883
20.698534,20.709642,20.693405,20.672754,20.693861,20.702328
