MAE1,MAE2,MAE3,MAE4,MAE5,MAE6
21.214771,21.18013,21.100197,20.966667,20.94947,20.870398
21.190472,21.141996,21.055101,20.920374,20.907576,20.830124
21.155403,21.100744,21.012156,20.881256,20.875092,20.79758
21.12283,21.069075,20.982035,20.85774,20.857878,20.781313
21.098198,21.049454,20.966202,20.849342,20.854246,20.779877
21.08038,21.038582,20.960785,20.850344,20.857397,20.784714
21.067795,21.033546,20.961052,20.854092,20.860046,20.787304
21.066622,21.040346,20.970406,20.8624,20.865063,20.789661
21.074669,21.052256,20.980108,20.867489,20.865202,20.789022
21.083788,21.058964,20.98121,20.863194,20.85788,20.782904
21.087603,21.056938,20.973833,20.852488,20.847107,20.773754
21.084684,21.048923,20.962873,20.840477,20.8365,20.763641
21.078785,21.04063,20.95343,20.831013,20.828413,20.755096
21.07172,21.032309,20.944529,20.822824,20.821402,20.748518
21.064629,21.024742,20.937115,20.817026,20.817356,20.74539
21.057987,21.018803,20.932571,20.814793,20.816795,20.745623
21.05316,21.016132,20.932056,20.816292,20.819105,20.748047
21.051159,21.016735,20.934496,20.819805,20.82239,20.751162
21.051443,21.018919,20.937595,20.823061,20.824848,20.753641
20.99474,20.979261,20.922167,20.789787,20.742702,20.631226
20.888958,20.878069,20.799196,20.59013,20.463581,20.291534
20.868616,20.80619,20.625586,20.342697,20.198023,20.007923
20.828184,20.660162,20.393166,20.10998,19.996155,19.871025
20.683086,20.45479,20.18195,19.960176,19.917822,19.865557
20.503107,20.310896,20.091856,19.952873,19.995415,19.981236
20.23005,20.10467,19.979725,19.893103,19.92974,19.906744
20.06087,20.013222,19.943178,19.847862,19.840849,19.760038
20.029772,20.010302,19.930792,19.807259,19.760862,19.672247
20.025152,19.980696,19.865932,19.731016,19.686874,19.641088
19.964937,19.895674,19.770208,19.655233,19.649137,19.650187
19.866129,19.808651,19.70613,19.624054,19.659147,19.678776
19.801395,19.781008,19.713394,19.655457,19.713379,19.72981
19.819254,19.83364,19.790573,19.745935,19.816013,19.835224
19.883743,19.913374,19.88733,19.853907,19.9309,19.969076
19.936602,19.971046,19.966951,19.939463,20.012877,20.059761
19.97971,20.022411,20.039001,20.00278,20.056625,20.088207
20.241081,20.211401,20.135742,20.29649,20.680727,20.977625
20.299015,20.152117,20.213835,20.769588,21.647657,22.081217
20.097017,19.907993,20.494053,21.422483,22.272385,22.371632
19.899996,20.425499,21.625587,22.32079,22.23838,21.59021
20.46283,21.602118,22.358103,22.164167,21.50447,20.800184
21.71829,22.352037,22.118423,21.361568,20.898874,20.476109
22.222542,22.074148,21.39624,20.696434,20.480026,20.335567
21.929464,21.312796,20.703127,20.258957,20.142593,20.163927
21.422714,20.87829,20.457762,20.230892,20.320238,20.37488
20.850609,20.545418,20.32841,20.244188,20.416119,20.452848
20.470074,20.370083,20.301481,20.24578,20.376652,20.31994
20.491035,20.495256,20.452095,20.41419,20.517645,20.475233
20.544748,20.551456,20.530355,20.530167,20.62328,20.652906
20.495462,20.520458,20.563158,20.57296,20.635351,20.637402
20.477476,20.558601,20.638887,20.600456,20.577429,20.498499
20.598635,20.695726,20.714603,20.589842,20.499083,20.390621
20.730906,20.748394,20.66024,20.481525,20.385603,20.32773
20.69757,20.610115,20.471571,20.299723,20.242527,20.23884
20.532518,20.412148,20.287487,20.153261,20.144278,20.146276
20.379686,20.293943,20.202946,20.103798,20.123476,20.106548
20.342167,20.307577,20.238697,20.161076,20.195156,20.169735
20.38402,20.375832,20.319073,20.258947,20.299704,20.295164
20.423546,20.42523,20.388428,20.340248,20.38003,20.38868
20.438961,20.453556,20.440891,20.38786,20.406614,20.399754
20.463367,20.489536,20.479982,20.400814,20.385708,20.353157
20.504715,20.520487,20.484024,20.373156,20.334545,20.295435
20.521355,20.503635,20.433239,20.305439,20.265676,20.239822
20.483877,20.435331,20.348291,20.222916,20.198006,20.1844
20.424675,20.370226,20.28466,20.172018,20.166693,20.153866
20.39426,20.354319,20.277534,20.17866,20.188673,20.17404
20.599478,20.517448,20.378866,20.450903,20.7186,20.91869
20.666903,20.532839,20.528162,20.914665,21.53685,21.857653
20.503157,20.409641,20.813221,21.486082,22.096691,22.19424
20.379091,20.864101,21.73671,22.215687,22.125992,21.629673
20.918135,21.821098,22.349585,22.129116,21.554998,20.992256
21.853802,22.323957,22.084404,21.427887,20.983093,20.657223
22.22074,22.035917,21.434317,20.829168,20.608416,20.505894
21.93451,21.375513,20.833385,20.442032,20.348621,20.376715
21.489485,21.0021,20.631868,20.430407,20.524563,20.568727
21.010609,20.730225,20.550486,20.476357,20.63042,20.647242
20.678501,20.577606,20.529926,20.48054,20.586031,20.522896
20.67179,20.669151,20.643652,20.599415,20.666862,20.602964
20.682384,20.68618,20.671503,20.640533,20.678165,20.662785
20.624126,20.639097,20.654469,20.61304,20.618952,20.579882
20.575516,20.614374,20.634125,20.548733,20.496971,20.410088
20.725134,20.696838,20.612156,20.585579,20.653687,20.714115
20.74362,20.626492,20.566788,20.74781,21.08941,21.305487
20.515938,20.38909,20.58458,21.05243,21.569067,21.746525
20.255611,20.535769,21.181429,21.630499,21.70148,21.396008
20.511576,21.244099,21.785572,21.715654,21.273855,20.750504
21.365192,21.865923,21.735283,21.17095,20.755165,20.34475
21.864744,21.77971,21.208641,20.59397,20.36901,20.17453
21.827204,21.33935,20.755396,20.32249,20.214945,20.199783
21.466446,20.963581,20.545532,20.313717,20.362192,20.42313
20.87713,20.546919,20.327843,20.226988,20.34754,20.38567
20.445782,20.30397,20.21067,20.13688,20.245071,20.192984
20.377012,20.335936,20.270329,20.232721,20.340996,20.309177
20.352234,20.339464,20.31628,20.32508,20.433039,20.445478
20.258156,20.28525,20.332323,20.34344,20.398668,20.369766
20.229166,20.310423,20.376669,20.325584,20.286217,20.179564
20.308802,20.382586,20.3737,20.235819,20.132334,20.003666
20.382183,20.370584,20.260326,20.074764,19.971254,19.881763
20.320526,20.218115,20.06321,19.88824,19.819609,19.779287
20.159143,20.032867,19.88944,19.752153,19.727257,19.702806
20.014147,19.922176,19.810946,19.707333,19.71101,19.677967
19.954458,19.908083,19.822256,19.736897,19.751633,19.712889
19.96309,19.94362,19.869637,19.794348,19.815916,19.78991
19.985971,19.976082,19.912903,19.846355,19.87482,19.865633
19.990828,19.987583,19.941618,19.878777,19.9041,19.896057
19.990263,19.995317,19.961924,19.891256,19.900412,19.878597
20.001085,20.00711,19.969816,19.884317,19.876293,19.844717
20.012129,20.00668,19.954155,19.858465,19.845213,19.818108
20.000477,19.979904,19.916353,19.82155,19.815456,19.79918
19.964804,19.938725,19.876316,19.789967,19.794634,19.78325
19.928083,19.908533,19.854467,19.776308,19.787174,19.772816
19.910389,19.901295,19.854143,19.780073,19.791903,19.773949
19.910835,19.908102,19.863363,19.790682,19.802181,19.785486
19.914816,19.913347,19.869623,19.79793,19.80964,19.796677
19.91295,19.911388,19.869963,19.79871,19.80956,19.797508
19.929836,19.92077,19.869255,19.821203,19.872736,19.895433
19.965366,19.962595,19.91757,19.923513,20.066502,20.128681
19.973106,19.98395,19.999083,20.0964,20.319332,20.416538
19.96465,20.029945,20.162052,20.330683,20.552683,20.60443
20.015694,20.18393,20.414167,20.56768,20.67005,20.620214
20.187199,20.436628,20.637999,20.677845,20.637297,20.521114
20.543303,20.784616,20.841316,20.75484,20.678055,20.565199
20.818037,20.938421,20.8644,20.719854,20.65737,20.615835
20.88963,20.887684,20.767616,20.62257,20.599154,20.586535
20.900517,20.860697,20.748936,20.628712,20.646368,20.616499
20.922825,20.894812,20.804817,20.70504,20.732004,20.687027
20.970116,20.958643,20.879911,20.78637,20.809202,20.758905
21.0065,20.994738,20.921135,20.833366,20.852005,20.808777
21.013693,21.001635,20.940186,20.858654,20.874462,20.826784
21.013372,21.011398,20.960989,20.876436,20.881039,20.817287
21.030825,21.036655,20.981592,20.883873,20.87528,20.80062
21.05621,21.05359,20.981974,20.87364,20.861824,20.791388
21.062368,21.042307,20.960331,20.853724,20.850197,20.78948
21.045143,21.016418,20.938513,20.841959,20.848404,20.790152
21.025234,21.003195,20.936337,20.847836,20.856955,20.792719
21.022753,21.013437,20.952822,20.864885,20.869526,20.799145
21.03647,21.033535,20.970863,20.878847,20.878164,20.807707
21.050425,21.04493,20.977402,20.882061,20.879488,20.812569
21.05402,21.043386,20.973705,20.87753,20.8754,20.81012
21.050009,21.036934,20.967398,20.87113,20.8692,20.8025
21.045626,21.032385,20.962492,20.86583,20.863707,20.795475
21.043236,21.029503,20.95823,20.861832,20.860487,20.792938
21.040375,21.025639,20.954023,20.859634,20.860357,20.794724
21.035765,21.021544,20.951958,20.860601,20.86319,20.798405
21.031935,21.020638,20.954151,20.864937,20.867632,20.801992
21.031914,21.024271,20.959608,20.870487,20.871597,20.804703
21.03546,21.029734,20.964645,20.87422,20.873528,20.806412
21.039183,21.03291,20.966265,20.87465,20.873188,20.806866
21.040323,21.032461,20.964752,20.872934,20.871794,20.80624
21.039139,21.03038,20.962637,20.871405,20.870947,20.805542
21.037699,21.029198,20.961945,20.871517,20.871557,20.80598
21.03818,21.031301,20.96473,20.87433,20.874092,20.807539
21.04159,21.036118,20.969147,20.877304,20.875639,20.808243
21.045479,21.039589,20.970844,20.876556,20.87319,20.805525
21.047615,21.03957,20.968317,20.871609,20.867352,20.799652
21.047474,21.03665,20.963037,20.86471,20.860636,20.792986
21.045973,21.03281,20.957514,20.858576,20.855484,20.787983
21.041885,21.026825,20.950788,20.851887,20.84956,20.782413
21.034187,21.017706,20.941597,20.842844,20.840874,20.773743
