MAE1,MAE2,MAE3,MAE4,MAE5,MAE6
16.84214,16.830593,16.812988,16.792437,16.771494,16.750809
16.830593,16.812988,16.792437,16.771494,16.750809,16.740673
16.812988,16.792437,16.771494,16.750809,16.740673,16.740068
16.792437,16.771494,16.750809,16.740673,16.740068,16.742928
16.771494,16.750809,16.740673,16.740068,16.742928,16.745678
16.750809,16.740673,16.740068,16.742928,16.745678,16.74794
16.740673,16.740068,16.742928,16.745678,16.74794,16.75041
16.740068,16.742928,16.745678,16.74794,16.75041,16.723427
16.742928,16.745678,16.74794,16.75041,16.723427,16.669432
16.745678,16.74794,16.75041,16.723427,16.669432,16.604916
16.74794,16.75041,16.723427,16.669432,16.604916,16.540401
16.75041,16.723427,16.669432,16.604916,16.540401,16.477402
16.723427,16.669432,16.604916,16.540401,16.477402,16.414032
16.669432,16.604916,16.540401,16.477402,16.414032,16.369574
16.604916,16.540401,16.477402,16.414032,16.369574,16.341764
16.540401,16.477402,16.414032,16.369574,16.341764,16.319653
16.477402,16.414032,16.369574,16.341764,16.319653,16.297007
16.414032,16.369574,16.341764,16.319653,16.297007,16.273346
16.369574,16.341764,16.319653,16.297007,16.273346,16.249983
16.341764,16.319653,16.297007,16.273346,16.249983,19.239939
16.319653,16.297007,16.273346,16.249983,19.239939,20.077187
16.297007,16.273346,16.249983,19.239939,20.077187,20.508377
16.273346,16.249983,19.239939,20.077187,20.508377,20.79996
16.249983,19.239939,20.077187,20.508377,20.79996,20.9138
19.239939,20.077187,20.508377,20.79996,20.9138,21.02161
20.077187,20.508377,20.79996,20.9138,21.02161,21.120266
20.508377,20.79996,20.9138,21.02161,21.120266,21.227674
20.79996,20.9138,21.02161,21.120266,21.227674,21.359402
20.9138,21.02161,21.120266,21.227674,21.359402,21.659847
21.02161,21.120266,21.227674,21.359402,21.659847,22.06667
21.120266,21.227674,21.359402,21.659847,22.06667,22.59158
21.227674,21.359402,21.659847,22.06667,22.59158,22.718328
21.359402,21.659847,22.06667,22.59158,22.718328,22.809887
21.659847,22.06667,22.59158,22.718328,22.809887,22.810028
22.06667,22.59158,22.718328,22.809887,22.810028,22.810017
22.59158,22.718328,22.809887,22.810028,22.810017,22.81001
22.718328,22.809887,22.810028,22.810017,22.81001,22.810007
22.809887,22.810028,22.810017,22.81001,22.810007,22.810005
22.810028,22.810017,22.81001,22.810007,22.810005,22.809948
22.810017,22.81001,22.810007,22.810005,22.809948,22.810543
22.81001,22.810007,22.810005,22.809948,22.810543,22.810528
22.810007,22.810005,22.809948,22.810543,22.810528,22.810368
22.810005,22.809948,22.810543,22.810528,22.810368,22.81037
22.809948,22.810543,22.810528,22.810368,22.81037,22.810242
22.810543,22.810528,22.810368,22.81037,22.810242,22.81012
22.810528,22.810368,22.81037,22.810242,22.81012,22.810024
22.810368,22.81037,22.810242,22.81012,22.810024,22.810036
22.81037,22.810242,22.81012,22.810024,22.810036,22.81005
22.810242,22.81012,22.810024,22.810036,22.81005,22.81004
22.81012,22.810024,22.810036,22.81005,22.81004,22.810072
22.810024,22.810036,22.81005,22.81004,22.810072,22.810108
22.810036,22.81005,22.81004,22.810072,22.810108,22.810034
22.81005,22.81004,22.810072,22.810108,22.810034,22.810034
22.81004,22.810072,22.810108,22.810034,22.810034,22.810047
22.810072,22.810108,22.810034,22.810034,22.810047,22.810009
22.810108,22.810034,22.810034,22.810047,22.810009,22.809982
22.810034,22.810034,22.810047,22.810009,22.809982,22.809975
22.810034,22.810047,22.810009,22.809982,22.809975,22.809956
22.810047,22.810009,22.809982,22.809975,22.809956,22.809952
22.810009,22.809982,22.809975,22.809956,22.809952,22.809956
22.809982,22.809975,22.809956,22.809952,22.809956,22.80997
22.809975,22.809956,22.809952,22.809956,22.80997,22.810001
22.809956,22.809952,22.809956,22.80997,22.810001,22.81001
22.809952,22.809956,22.80997,22.810001,22.81001,22.810051
22.809956,22.80997,22.810001,22.81001,22.810051,22.810066
22.80997,22.810001,22.81001,22.810051,22.810066,22.810074
22.810001,22.81001,22.810051,22.810066,22.810074,22.810072
22.81001,22.810051,22.810066,22.810074,22.810072,22.810036
22.810051,22.810066,22.810074,22.810072,22.810036,22.809994
22.810066,22.810074,22.810072,22.810036,22.809994,22.809973
22.810074,22.810072,22.810036,22.809994,22.809973,22.809925
22.810072,22.810036,22.809994,22.809973,22.809925,22.809898
22.810036,22.809994,22.809973,22.809925,22.809898,22.80991
22.809994,22.809973,22.809925,22.809898,22.80991,22.80987
22.809973,22.809925,22.809898,22.80991,22.80987,22.80988
22.809925,22.809898,22.80991,22.80987,22.80988,22.809982
22.809898,22.80991,22.80987,22.80988,22.809982,22.810013
22.80991,22.80987,22.80988,22.809982,22.810013,22.810081
22.80987,22.80988,22.809982,22.810013,22.810081,22.810108
22.80988,22.809982,22.810013,22.810081,22.810108,22.810106
22.809982,22.810013,22.810081,22.810108,22.810106,22.810112
22.810013,22.810081,22.810108,22.810106,22.810112,22.810078
22.810081,22.810108,22.810106,22.810112,22.810078,22.810146
22.810108,22.810106,22.810112,22.810078,22.810146,22.810108
22.810106,22.810112,22.810078,22.810146,22.810108,22.810017
22.810112,22.810078,22.810146,22.810108,22.810017,22.810001
22.810078,22.810146,22.810108,22.810017,22.810001,22.810007
22.810146,22.810108,22.810017,22.810001,22.810007,22.809992
22.810108,22.810017,22.810001,22.810007,22.809992,22.809982
22.810017,22.810001,22.810007,22.809992,22.809982,22.809986
22.810001,22.810007,22.809992,22.809982,22.809986,22.810005
22.810007,22.809992,22.809982,22.809986,22.810005,20.719276
22.809992,22.809982,22.809986,22.810005,20.719276,19.07126
22.809982,22.809986,22.810005,20.719276,19.07126,18.871101
22.809986,22.810005,20.719276,19.07126,18.871101,18.719418
22.810005,20.719276,19.07126,18.871101,18.719418,18.521309
20.719276,19.07126,18.871101,18.719418,18.521309,18.300678
19.07126,18.871101,18.719418,18.521309,18.300678,18.266384
18.871101,18.719418,18.521309,18.300678,18.266384,18.225372
18.719418,18.521309,18.300678,18.266384,18.225372,18.154442
18.521309,18.300678,18.266384,18.225372,18.154442,18.088158
18.300678,18.266384,18.225372,18.154442,18.088158,18.04126
18.266384,18.225372,18.154442,18.088158,18.04126,18.005676
18.225372,18.154442,18.088158,18.04126,18.005676,17.973894
18.154442,18.088158,18.04126,18.005676,17.973894,17.943106
18.088158,18.04126,18.005676,17.973894,17.943106,17.913635
18.04126,18.005676,17.973894,17.943106,17.913635,17.885998
