MAE1,MAE2,MAE3,MAE4,MAE5,MAE6
21.284548,21.292084,21.293955,21.29356,21.30792,21.31701
21.27919,21.290237,21.292156,21.294168,21.311644,21.320902
21.272577,21.284628,21.288073,21.293251,21.31224,21.322412
21.264566,21.278152,21.284945,21.291222,21.310133,21.320673
21.25645,21.273094,21.282116,21.287197,21.30544,21.315931
21.2483,21.267263,21.275803,21.279491,21.29716,21.308044
21.238188,21.25748,21.264488,21.26723,21.284521,21.297085
21.231943,21.250807,21.257517,21.26029,21.276983,21.290373
21.223167,21.24163,21.248327,21.25015,21.265768,21.281239
21.214716,21.23433,21.240942,21.24084,21.257378,21.276487
21.213655,21.233852,21.239264,21.239586,21.257633,21.280357
21.210785,21.229713,21.234835,21.235603,21.254936,21.2798
21.204367,21.22356,21.22984,21.229956,21.250607,21.277214
21.197645,21.218431,21.225042,21.224993,21.247002,21.275356
21.193012,21.214672,21.221218,21.221815,21.244762,21.274353
21.189056,21.211044,21.217947,21.219234,21.242432,21.272854
21.185795,21.208822,21.216444,21.217798,21.241304,21.272253
21.183554,21.207901,21.215593,21.21714,21.241053,21.272156
21.18124,21.20621,21.213663,21.215574,21.239569,21.27093
21.19559,21.21875,21.28294,21.285967,21.355112,21.729227
21.232208,21.278057,21.341187,21.39198,21.797127,21.95912
21.215929,21.261978,21.377043,21.789896,21.9698,21.947372
21.220554,21.313894,21.802052,21.959904,21.98124,21.938385
21.288292,21.736671,21.902117,21.907162,21.925842,21.949593
21.689487,21.834013,21.818834,21.839497,21.922256,21.93636
22.244656,22.220306,22.16219,22.16971,22.18627,22.114468
22.407234,22.347086,22.316065,22.354347,22.238304,22.162508
22.471058,22.473196,22.433428,22.350073,22.281584,22.198862
22.544239,22.539124,22.382599,22.304663,22.280024,22.194675
22.590279,22.468567,22.335657,22.313457,22.242802,22.146244
22.49924,22.39712,22.328033,22.306053,22.191366,22.114578
22.482819,22.43426,22.387571,22.32505,22.245436,22.194122
22.527153,22.488579,22.424917,22.380257,22.332153,22.297173
22.57252,22.520353,22.474792,22.458815,22.420755,22.381126
22.605637,22.572956,22.561876,22.55612,22.520262,22.489187
22.659828,22.660524,22.668936,22.66174,22.64349,22.639952
22.71081,22.72814,22.735512,22.736063,22.74006,22.757694
22.735046,22.751282,22.763308,22.775848,22.79068,22.798952
