,train_loss
0,1.5381918443987768e-05
1,1.508325415973862e-05
2,1.4955446951919131e-05
3,1.5140217470212115e-05
4,1.4773452551000648e-05
5,1.4325485099107027e-05
6,1.4437057802246677e-05
7,1.4148363584859503e-05
8,1.407670917817288e-05
9,1.4019835378146834e-05
10,1.408681066499816e-05
11,1.3838260072386927e-05
12,1.3710104136003388e-05
13,1.3214458918405904e-05
14,1.3551259568581979e-05
15,1.3298008383976089e-05
16,1.3238659852908717e-05
17,1.2739760439015096e-05
18,1.2975751370605495e-05
19,1.2619919402317868e-05
20,1.273637352925208e-05
21,1.238447432923648e-05
22,1.2571417157434756e-05
23,1.2453733426001337e-05
24,1.2433556581123008e-05
25,1.2302206725709969e-05
26,1.197413049845232e-05
27,1.1990234876672426e-05
28,1.1735526430937979e-05
29,1.1818729237549835e-05
30,1.215787682061394e-05
31,1.16340482297043e-05
32,1.1818773734072844e-05
33,1.1587830312136147e-05
34,1.1224626666969723e-05
35,1.1296981893893746e-05
36,1.1200749884463018e-05
37,1.1102062029143174e-05
38,1.1251926318638854e-05
39,1.0839815303269359e-05
40,1.072291491760148e-05
41,1.070285164233711e-05
42,1.091134941412343e-05
43,1.1003677112360796e-05
44,1.0924995100746552e-05
45,1.0833595879375935e-05
46,1.0543816671189335e-05
47,1.0587386010835569e-05
48,1.0348225478082895e-05
49,1.0211298293951484e-05
50,1.0197266367160612e-05
51,1.0269795958366659e-05
52,1.0168480221182108e-05
53,1.0158633295860555e-05
54,1.02204164593584e-05
55,1.0304607244001495e-05
56,9.96524209363593e-06
57,9.806622078435289e-06
58,9.7528459607727e-06
59,1.002475619316101e-05
60,9.89044706026713e-06
61,9.78665038322409e-06
62,9.812727415313323e-06
63,9.673365081350009e-06
64,9.820823712895314e-06
65,9.556692611012195e-06
66,9.754210089643797e-06
67,9.47589132313927e-06
68,9.650575359248452e-06
69,9.430922930025393e-06
70,9.584810791744126e-06
71,9.556123210738102e-06
72,9.326320917656024e-06
73,9.493803501956993e-06
74,9.47046714524428e-06
75,9.272374316222138e-06
76,9.143104414559073e-06
77,9.197181918554836e-06
78,9.103779836247365e-06
79,9.153094918777545e-06
