MAE1,MAE2,MAE3,MAE4,MAE5,MAE6,MAE,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE,MAPE1,MAPE2,MAPE3,MAPE4,MAPE5,MAPE6,MAPE
0.2568632661843018,0.3456056045898429,0.4239906193860748,0.4646414479402284,0.5230106805856338,0.5710951713145257,0.4308677983334347,0.1587729620992362,0.2612337011000426,0.394654211264941,0.4783368408574177,0.573200187529442,0.6489377358250092,0.4191892731126816,1.2559917521778536,1.6801714319140306,2.0600871455110865,2.257974367047996,2.54325110426654,2.7800744956877144,2.0962583827675365
0.2629873719430806,0.3396006356965786,0.4145338264651664,0.4581260215986836,0.517443274367194,0.5577288225415655,0.4250699921020449,0.1682541566967676,0.2627899968015779,0.3919838465481853,0.4754561488113085,0.5675062178791181,0.6290213859239551,0.4158352921101521,1.2911344495988808,1.6576980736448403,2.0220361269367904,2.232949555275325,2.520546345787773,2.7176674627497093,2.0736720023322195
0.2500563782778356,0.3221775037076327,0.3991377830379667,0.432424331902598,0.4914659548356155,0.5401856886249323,0.4059079400644301,0.1447082534244363,0.2235135713782313,0.3399421964428244,0.4038342557014626,0.4964389467155498,0.56775522365252,0.3626987412191707,1.222986917548731,1.5663406778349522,1.936829448559696,2.096286440302066,2.384416268478994,2.623164708435938,1.9716707435267296
0.2538725662043234,0.3398154517903559,0.4236657393273272,0.4676010839849097,0.5226423206362772,0.5621803003134338,0.4282962437094382,0.1518630547864704,0.2491320792979464,0.3812225010758075,0.4666000001266739,0.5578291561280768,0.6216008316364342,0.4047079371752348,1.2370470915304457,1.6466022399266595,2.051408019988311,2.2632801259844006,2.5310645727764203,2.724439095924995,2.075640191021872
0.242819200246967,0.324595068740489,0.4026706184596689,0.4423569023852591,0.4959076811026848,0.5416239861938765,0.4083289095214907,0.1449801914106168,0.2354181618443061,0.3625239236057282,0.4383784128956579,0.5245804914648641,0.5947210022826264,0.3834336972506333,1.1896547406386095,1.5799860415744906,1.9577287774589127,2.1488532305692623,2.410579177923301,2.6349508334198872,1.9869588002640768
0.249275120620672,0.3315853673897888,0.411000119542296,0.4505850566257007,0.4992770481432988,0.5441199895549068,0.4143071169794441,0.1597581337106835,0.2614515169962813,0.388424768173959,0.4638153730202137,0.5387401015523359,0.6068454174630105,0.4031725518194138,1.2269249855182474,1.620833569331135,2.0049857901250063,2.1940257256616738,2.432487536063494,2.654196589317237,2.022242366002799
0.2469204316640704,0.3256361494003116,0.3972696122182722,0.4355098388176734,0.4847063508278535,0.5279770176216984,0.4030032334249798,0.1526469109035279,0.2400358919199099,0.3545154305718572,0.4259078120759585,0.5027673954391338,0.5586486376388011,0.3724203464248647,1.212187377131322,1.587916778821805,1.9351558684613503,2.1190407922115724,2.3584613893850417,2.568846669763324,1.963601479295736
0.2379338323108324,0.3196270208169611,0.4002208379666888,0.4437204566489416,0.4934534934378332,0.5408409448094175,0.4059660976651122,0.152565983046194,0.2436547294265771,0.3717679331619052,0.4513202666887028,0.5351641000856253,0.6029014237925355,0.3928957393669236,1.1709517103880471,1.5623291634064531,1.9542007799216248,2.1643421949479977,2.407344967530737,2.640528042575361,1.983282809795037
0.2258563133094882,0.2983621184323193,0.3682416663371686,0.4038824485159341,0.458044045969934,0.5063686173139403,0.3767925349797975,0.1327931763724658,0.2109892300523084,0.3169533717260376,0.3834774985972762,0.4664432358395705,0.5366095223530315,0.3412110058234484,1.106132214169912,1.4521396860905142,1.789431897931692,1.9607206350961848,2.225192065653767,2.4620498129510207,1.8326110519821817
0.2255818717476601,0.3025575773009949,0.3771657105328374,0.4157294004816442,0.4686751848396457,0.511864664250115,0.3835957348588163,0.134502065240293,0.2162359600748224,0.3282657636291635,0.4054661000927821,0.4935094630832814,0.5573792452517424,0.355893099562014,1.1052481375094003,1.4718387645809363,1.8336442886003108,2.0205300604997563,2.27925438086363,2.492133085329033,1.8671081195638448
0.2284607645977423,0.3000979858761118,0.3723104012483175,0.4083143025110547,0.4607113656432474,0.5101838582350279,0.3800131130185839,0.1376981995102386,0.2180853455666618,0.3313902991667796,0.396220701143636,0.4744890044973409,0.5486058744186406,0.3510815707172163,1.117915653765849,1.4598818510305989,1.810395030909824,1.9849580790875416,2.240716089633441,2.483411777549017,1.849546413662712
