,train_loss
0,3.315368770725197e-05
1,3.306779182619519e-05
2,3.2565390380720294e-05
3,3.309833196302255e-05
4,3.121415360106362e-05
5,3.1826963337759176e-05
6,3.117123515241676e-05
7,3.0438775300151772e-05
8,3.0316358639134303e-05
9,2.9932806889216105e-05
10,2.9726650876303514e-05
11,2.998960204422474e-05
12,2.897200071149402e-05
13,2.867025478432576e-05
14,2.9494032367236084e-05
15,2.9698762939208083e-05
16,2.799240147901906e-05
17,2.7785273268818854e-05
18,2.7515613473951817e-05
19,2.7493366764651404e-05
20,2.6594484224915505e-05
21,2.6877142695917023e-05
22,2.6605997958944903e-05
23,2.692545091526376e-05
24,2.6647102915578418e-05
25,2.702674569769038e-05
26,2.6895647040671773e-05
27,2.5676097720861435e-05
28,2.6030059282978374e-05
29,2.5804567461212476e-05
30,2.5171724975936943e-05
31,2.554951132171684e-05
32,2.513606929116779e-05
33,2.4464532422522704e-05
34,2.454384540518125e-05
35,2.4238102034562163e-05
36,2.4257497861981393e-05
37,2.4436318005124727e-05
38,2.4395159238742458e-05
39,2.4102754994399018e-05
40,2.3764813215368324e-05
41,2.3883254681196476e-05
42,2.2726750725673306e-05
43,2.251192047778103e-05
44,2.287418633285496e-05
45,2.32818815857172e-05
46,2.3164142233630022e-05
47,2.2845984333091313e-05
48,2.3318496532738207e-05
49,2.255805302411318e-05
50,2.1955252418087587e-05
51,2.204429047803084e-05
52,2.2458057954079575e-05
53,2.1704682148993014e-05
54,2.1938540869288975e-05
55,2.197435487889581e-05
56,2.1970774978399276e-05
57,2.0701268998285134e-05
58,2.1899473439488146e-05
59,2.218798372066683e-05
60,2.1285905709697142e-05
61,2.087568295084768e-05
62,2.1376410085293983e-05
63,2.1068411361840037e-05
64,2.1084658801555633e-05
65,2.092605818890863e-05
66,2.0952423930995995e-05
67,2.0826269562045733e-05
68,2.1992775404618846e-05
69,2.062990019718806e-05
70,2.0983214490115643e-05
71,2.051453726987044e-05
72,2.0426146220415832e-05
73,2.049543739606937e-05
74,2.0449120654828017e-05
75,1.9854745413694118e-05
76,2.0099145670731864e-05
77,2.031482807877991e-05
78,1.985862230261167e-05
79,1.9953932302693525e-05
