train_loss
2.9440030921250582e-05
3.053200547583401e-05
3.1848126091063023e-05
2.9602169524878265e-05
3.033560118637979e-05
2.9478437500074506e-05
2.9964452842250467e-05
3.045921679586172e-05
2.9896789928898215e-05
2.9410307761281728e-05
2.817148808389902e-05
2.9006126569584013e-05
3.0093627283349634e-05
3.192779957316816e-05
3.136307001113891e-05
2.9641322325915097e-05
3.145949332974851e-05
2.617837395519018e-05
2.8768312186002733e-05
3.0285518150776624e-05
2.8626470593735577e-05
2.9603339498862624e-05
3.1162637751549485e-05
3.148891963064671e-05
2.7875546365976333e-05
3.189917653799057e-05
2.8941046912223102e-05
3.168778377585113e-05
3.017180599272251e-05
2.9932151082903147e-05
3.12598911114037e-05
2.812794060446322e-05
3.1318754190579055e-05
3.155214129947126e-05
3.1628560973331334e-05
3.018735093064606e-05
2.9938522493466736e-05
2.6831516297534108e-05
2.8518089093267916e-05
3.1279352260753515e-05
2.8571836883202194e-05
2.9771634144708516e-05
2.9517561197280885e-05
2.8552875155583023e-05
2.8223689878359436e-05
3.0026016756892203e-05
2.87199963349849e-05
3.117247601039708e-05
2.9518376104533674e-05
2.8610386652871967e-05
2.9693220276385547e-05
3.057300462387502e-05
3.015661844983697e-05
2.8757088584825398e-05
3.0047280015423895e-05
3.164874389767647e-05
2.6692445389926432e-05
2.8746400494128467e-05
2.9632981168106198e-05
2.7966778725385665e-05
2.69653694704175e-05
2.8918593889102338e-05
2.8329624328762292e-05
2.773892832919955e-05
2.913725096732378e-05
2.7301637455821037e-05
3.105378011241555e-05
2.8060313779860736e-05
2.879432518966496e-05
2.710969070903957e-05
2.8145085088908673e-05
2.745019388385117e-05
2.8874818235635756e-05
2.733729314059019e-05
2.8814601246267558e-05
2.911687712185085e-05
2.8919142205268146e-05
2.8752710204571485e-05
3.0212928541004656e-05
2.6474441401660442e-05
