MAE1,MAE2,MAE3,MAE4,MAE5,MAE6,MAE,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE,MAPE1,MAPE2,MAPE3,MAPE4,MAPE5,MAPE6,MAPE
0.4368529327659914,0.4888756993361209,0.5609368386937774,0.5968635464932922,0.6783314211142387,0.8000207808082546,0.5936468698686127,0.3059233012779573,0.3993145276745332,0.5229793066676113,0.6212549367403568,0.7775491018057517,0.9848008491861344,0.6019703372253907,2.4051719175435133,2.6492589346657,3.034096818355637,3.2099937607168623,3.655335889658722,4.370639598572996,3.2207494865855724
0.465854086638869,0.5209454776169669,0.6026580083543991,0.6498207513276814,0.726640186144464,0.848551707088148,0.6357450361950883,0.379422847486005,0.5163380229382786,0.680898796423814,0.8134337801394125,1.0221301860867964,1.2240105384175797,0.7727056952486479,2.5068899374796345,2.789335262743151,3.2131421718230286,3.446731482610311,3.873671615444697,4.595036858920851,3.4041345548369453
0.4541025791889741,0.498473661852799,0.5823936723828056,0.5987118961833491,0.6523429041640979,0.7984917127145055,0.5974194044144219,0.3478000519957295,0.4306042618501006,0.56801300974529,0.6540626379532309,0.7479371301198299,0.9926346998243638,0.6235086319147576,2.477977940148723,2.709801087536757,3.14978227277422,3.240587059761827,3.5389530508746847,4.373121963279496,3.248370562395952
0.4515595064927573,0.4900022047967293,0.5767514660674824,0.6253668273847199,0.6815271517950066,0.8264243452453435,0.6086052502970066,0.3441013246286128,0.426849317790843,0.5964232508102572,0.7380298047028852,0.8610544229976853,1.104679884211298,0.6785230008569303,2.476571667959736,2.669270129898972,3.1250782267510284,3.368574933638653,3.69837805101642,4.528964097515605,3.311139517796735
0.4331032849455729,0.4969090051536999,0.5566554514532869,0.5679301910219615,0.6407211862296611,0.7854053970594237,0.5801207526439344,0.325172049268407,0.4515544732369487,0.5566486070157147,0.5762425552874909,0.706388469390902,0.9448608592933132,0.5934778355821294,2.402018759624758,2.725837858527312,3.038506517590008,3.099387839820744,3.4890337985818505,4.337772187138075,3.1820928268804574
0.4571520583689301,0.5198098532874208,0.5681610604600924,0.6058344573894341,0.6683480577125475,0.7947899756552043,0.6023492438122717,0.358847141793771,0.4779440997984784,0.5477263004279247,0.6501502499203431,0.7648717377347742,0.988544064109394,0.6313472656307809,2.512846818645995,2.8214506608451213,3.0736638000868326,3.266114073403624,3.614053576014241,4.349969721693299,3.273016441781518
0.461904744765594,0.5261237171545795,0.6121334052217752,0.6308483588236525,0.6838741351794974,0.8278186012997062,0.6237838270741343,0.3635687763245378,0.5130098071195216,0.7117591387600948,0.7633084983156964,0.8680706969641467,1.1361301152337548,0.7259745054529588,2.529745958856076,2.854956851328486,3.296966608315979,3.3979704779240096,3.6853193614556217,4.526472329039111,3.3819052644865475
0.4258048773138227,0.4684200919535904,0.5383510518573104,0.5741439405597368,0.6286759714151112,0.7637235142773267,0.56651990789615,0.3087987125237708,0.3871397049194323,0.5285232171947353,0.6136986617099448,0.6983380451912331,0.8885402896684935,0.570839771867935,2.328488532065971,2.5355567097105345,2.9064596541092964,3.0785534186176,3.3782025739085606,4.157977754891582,3.0642064405505907
0.4724659032296162,0.5363553140135199,0.5854658322653701,0.6171598383500324,0.6706465994250904,0.8011666384560185,0.613876687623275,0.3754141522280158,0.5207193710450395,0.6224585466571643,0.69519359724304,0.8013828545315634,1.0309998869295989,0.6743614014390705,2.605849745776253,2.941487228734671,3.1917403936157456,3.357623610370631,3.6529464340363424,4.435529989331089,3.364196233644122
0.4529606036509995,0.5304283373882809,0.6064230861132799,0.6287354089364543,0.7092258290341426,0.8293077042806308,0.6261801615672977,0.3521842422465482,0.5410286155418937,0.7225426620180141,0.8200747997994557,0.9613505649492124,1.1775694525491414,0.7624583895173779,2.4680628545238683,2.868384638378064,3.2739565781122257,3.399667388950244,3.839768087513833,4.548149060162944,3.3996647679401963
0.4763410444639486,0.5247527807830107,0.6125006150438349,0.6346982179429498,0.6882662371778975,0.8210382925851407,0.6262661979994638,0.3775038303889784,0.4896343960851865,0.661220768596431,0.7107285998574747,0.8163282552535245,1.0354450446474872,0.6818101491381802,2.6273407504257005,2.857191265595106,3.315871385425542,3.426249470231958,3.715833554442944,4.496422600502177,3.4064848377705714
0.4537989858708327,0.4755880177380289,0.5385032607959639,0.5847366468240506,0.6393282635463227,0.750836798316596,0.5737986621819658,0.3507817183993296,0.4090123779810073,0.5421154528066513,0.6615889460192571,0.7672570795081753,0.9240608132731336,0.6091360646645924,2.519775488649321,2.629391988297355,2.9764946018711385,3.193020021653567,3.503522026031318,4.16651024413305,3.164785728439292
0.4630094623453626,0.5002884173091209,0.5722181240574677,0.5960785744350187,0.6593501127140732,0.7934014301787359,0.5973910201732967,0.3662158289380794,0.4256409858467186,0.5456666307583709,0.6103491569042503,0.7198459498354859,0.9403720602655826,0.6013484354247479,2.544017508944589,2.7265169679480525,3.1133227191834423,3.222028796506285,3.571158428735893,4.345180083446721,3.253704084127498
0.4496754194065444,0.4886922629807917,0.560052279364627,0.5834233310943006,0.6446258904880635,0.7863673129457875,0.5854727493800191,0.3421929164777738,0.4219478589682543,0.5562069728820819,0.6173317346783338,0.7345376944618373,0.962191502305679,0.6057347799623266,2.4736751256632226,2.667408500365329,3.025483166173429,3.1539114123286054,3.4796847620530222,4.293195570934343,3.182226422919658
0.4458168102190958,0.4862863158598079,0.5493291289997896,0.5725865483649545,0.6531079639025105,0.7856389651357776,0.5821276220803226,0.3437692174099612,0.4520886724036788,0.5428615248556031,0.5760113925522407,0.7478975256599765,0.9856596152498251,0.6080479913552143,2.41795566998609,2.6221705944588773,2.945031230606156,3.057214942902445,3.5034688458244765,4.281145945693973,3.1378312049120027
0.4565842990296653,0.4919043281866173,0.5552986198127211,0.5988159510528205,0.6768377377807243,0.8334049013544526,0.6021409728695002,0.3621877439789578,0.4378871913623193,0.5299593189803198,0.6555589368021283,0.8364756586875086,1.1409592281068743,0.660504679653018,2.518868537094347,2.7024813474366445,3.026111202319626,3.259705646064167,3.6915666149344495,4.611768510810849,3.3017503097766805
0.4488201102721332,0.51169528316873,0.6090557431569193,0.6488770766517373,0.7308540082870805,0.8597166642420621,0.6348364809631106,0.3423904947614747,0.5094888647502984,0.7272937722084363,0.8368882199325033,1.0321964192451425,1.2826374387300763,0.7884825349379886,2.4479009636862386,2.762956925433468,3.259470602050869,3.475740183436272,3.9316520220254016,4.683250117880652,3.426828469085484
0.4617189116177297,0.5062373715765013,0.5772521316823468,0.6001632150933248,0.6484626186911641,0.7723072849654286,0.5943569222710826,0.3797029556624995,0.493662617196462,0.5950074140783146,0.6325408570090524,0.7217074941315457,0.90797835900788,0.6217666161809591,2.527396448215673,2.7568348757320784,3.114294365889239,3.2232120085991496,3.5174650108434284,4.216677397367288,3.225980017774476
0.4452116389051194,0.5040741185930273,0.576775100238442,0.6110719522215584,0.6822463674008656,0.8428705141665398,0.6103749485875921,0.3325330293909412,0.4690218516992131,0.602748063467391,0.695780589467483,0.8595881169443053,1.1773614374895736,0.6895055147431514,2.4575033091438288,2.758663768353256,3.1387633895020173,3.319726893534792,3.704116835375449,4.630377537998015,3.3348586223178933
0.441155128597353,0.4883539513187817,0.549328443489696,0.554261671141381,0.6243227325678651,0.750524433019184,0.5679910600223769,0.3216670141079586,0.4231494048751251,0.5412073853136112,0.5466843300810937,0.6642013357503265,0.9109334148772056,0.5679738141675535,2.4386759104559745,2.670924482444876,2.999205224060006,3.018697902185334,3.3868478729222726,4.152258161581696,3.111101592275027
0.4323277577409609,0.506044075671635,0.5827913209079938,0.6173601460168316,0.6915800510926658,0.7981775461719505,0.6047134829336731,0.3269296982251604,0.5327178348400019,0.6873503464287154,0.7938950925201652,0.950577053711746,1.1333376144878915,0.7374679400356131,2.385658217725225,2.753056659185124,3.155813483335848,3.33209953260478,3.737400362683023,4.369716722860465,3.2889574963990773
0.4285583618386603,0.4958896634238381,0.5896852249564933,0.619831720771056,0.7175802200412863,0.8363262637126541,0.6146452424573313,0.3156663886857809,0.4699332375560196,0.6669424299291363,0.7733692881153773,0.983028598736986,1.231054683035825,0.7399991043431876,2.332743061048663,2.6674216158771205,3.166840578690153,3.330499575545242,3.8477197155228247,4.557925484479629,3.317191671860605
0.4683234260469875,0.5112903658720853,0.5530375619397173,0.5874897644517895,0.6253291958594499,0.7635298240368752,0.5848333563678175,0.3886743269478478,0.487397217036893,0.5485129764231774,0.635671158721575,0.6880494071833718,0.918051687718546,0.6110594623385684,2.5333568636558645,2.7510267987973065,2.9517905600055503,3.1359578330021813,3.351912786161941,4.153215878238699,3.1462101199769235
0.4397323546674228,0.4977495920449805,0.5897924257502009,0.6315957608331124,0.695188613806483,0.8256818408591792,0.6132900979935634,0.3235917361074963,0.4386353503146343,0.625197575723456,0.7228013953097344,0.8617896463515922,1.109228839230515,0.6802074238395712,2.439564577700932,2.722573086241459,3.193007159614072,3.413493243049486,3.7652531610215743,4.531919687666151,3.3443018192156124
0.4338253867187386,0.4856618908272896,0.5507029541828488,0.5664090342244988,0.6578764666816997,0.7844177883011335,0.5798155868227016,0.3216366765209601,0.4301650766590624,0.5640169241492891,0.5821473818993028,0.7888820297095893,1.017092077002845,0.6173233609901747,2.4009028845157223,2.650871275198866,3.0150030515652304,3.0868760962436683,3.5936833144736218,4.322243218362116,3.1782633067265373
