MAE1,MAE2,MAE3,MAE4,MAE5,MAE6,MAE_avg,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE_avg,MAPE1,MAPE2,MAPE3,MAPE4,MAPE5,MAPE6,MAPE_avg
0.19711677109456288,0.24893848867911728,0.2953521868017743,0.31274710894867924,0.3688904823316963,0.4262610004972697,0.30821767305884995,0.07449072491193898,0.11609953510932504,0.1647842207471929,0.18325662648883217,0.24503923676183223,0.2993117114621509,0.18049700924687873,0.9350392139215614,1.1769318675124953,1.396779921569445,1.4762926206607303,1.7403537795946242,2.0203887229620463,1.457631021036817
0.18176753067516457,0.228804895845131,0.27940390145672095,0.3106532202335036,0.35777601919952745,0.41387003439599945,0.29537926696767447,0.06607038785282264,0.10107633018789958,0.1508679985477459,0.18381229893635606,0.23426239396920628,0.29198823532897467,0.17134627413716752,0.8620675209300781,1.0768163287839236,1.3120484113747513,1.457550212082072,1.6810112145547742,1.9547152836628545,1.390701495231409
0.20179795495523561,0.25085552068208933,0.31374648103553926,0.3489649330408261,0.3971940217211953,0.4402150784577506,0.3254623316487727,0.07526326216264063,0.11611694799752108,0.17729001208872816,0.21522450415527195,0.28135508307807255,0.32942964715521716,0.19911324277290862,0.9484022582842186,1.1763487252700457,1.4723823406582297,1.637625067077254,1.8655498556753622,2.0827070987609364,1.530502557621008
0.18135665617972951,0.2212264835696124,0.2689327560362139,0.2972694480230148,0.34291383986000407,0.3975654762987241,0.2848774433278831,0.06614695341636445,0.09929405131636852,0.1432870340791963,0.16938796336205025,0.2186483627509888,0.2626155424548429,0.15989665122996854,0.8551402023013,1.038307642109725,1.2614769661474108,1.394381391256006,1.6124914709952778,1.8788748571746494,1.3401120883307283
0.19009763403603594,0.23712768135223614,0.2938668714566114,0.32360059405557634,0.3728546224437238,0.418293733618797,0.30597352282716345,0.07042450540694029,0.10961360496713966,0.16294806902557596,0.1925610723343643,0.24996551427231445,0.2946696715385514,0.18003040625748104,0.8975923779082928,1.1136473017915538,1.3805517365741427,1.521351872917426,1.7573822102995322,1.9766345873107296,1.4411933478002794
0.18944092507936797,0.2322063815394176,0.2799901487917738,0.31753827296513815,0.359077058871794,0.41757579367741826,0.29930476348748497,0.07010632083643975,0.10179192096994498,0.1482514952620522,0.18720303272766323,0.23585896653506425,0.2887015815861638,0.1719855529862214,0.8984860014677253,1.0941062478981016,1.3182015025801783,1.4896740030529485,1.6885807263958548,1.9699829949990946,1.4098385793989838
0.1936762433262883,0.24650812012062004,0.29922407777127874,0.33004460942804814,0.37056827765905725,0.42853920803151374,0.3114267560561344,0.07164687231364442,0.11537060731777757,0.16937164618365322,0.20766129758875893,0.2540267392213536,0.3099816131304165,0.18800979595926737,0.9199369439272403,1.161263509471942,1.4087005016113459,1.551886104486624,1.7491707493556867,2.030779024208445,1.4702894721768807
0.19104215476314246,0.230903482719152,0.28031373253097697,0.31014724870417226,0.3545741314797992,0.41214005093417827,0.2965201335219035,0.06818943978578454,0.09971611823983118,0.1494914401953052,0.18060226088392334,0.22874003692706815,0.2820455957582987,0.1681308152983685,0.9083461252689501,1.0931129591777127,1.3232219983274331,1.4597911873454188,1.669776669263154,1.9464830812216343,1.4001220034340507
0.18946134610804158,0.23589244404012427,0.2958446375173349,0.3406113123273326,0.38784610347403026,0.4403909243365504,0.3150077946339024,0.0685121209305473,0.10627718472609501,0.16501720275579668,0.21471382104662642,0.2685962586876826,0.3239653202755787,0.1911803180703878,0.8991354504665646,1.1120623916836314,1.3934270372100812,1.6055162028144658,1.8314748331196526,2.0872682245750154,1.4881473566449017
0.1757945606632389,0.22341198890214206,0.27216227501588525,0.30746870347777483,0.3465321066134605,0.3959899258384769,0.2868932600851631,0.06188407034219754,0.099674236725844,0.14651345681762767,0.17676771752696296,0.21506338571103165,0.2541278062740112,0.15900511223294583,0.833175440651496,1.0521091747331925,1.2796955185923111,1.4441039130791686,1.6280053359231799,1.8667928549102941,1.3506470396482737
0.2021154317767325,0.24566513038446888,0.30368391676712636,0.33710327058914513,0.3900437067303244,0.43435532751579237,0.31882779729393157,0.07789665799785589,0.11339385899162499,0.17282477237961125,0.21194009527128357,0.2731464475947428,0.3134670553418188,0.19377814792948955,0.9542334005750476,1.1561879440925753,1.4270642109689904,1.5838161120825895,1.836004013162323,2.0557136320313845,1.502169885485485
0.1902377926579455,0.24323790486795205,0.30366210357320234,0.33297916957145157,0.38463916908915935,0.43299458045140343,0.3146251200351857,0.07026394857641106,0.11414013217071795,0.17480931713443554,0.20857920054803183,0.2709732374335234,0.3203353093042818,0.19318352419456694,0.8934047852408642,1.1383193179095286,1.419643618018333,1.5571915065410313,1.8038937982030312,2.0384475940420286,1.475150103325803
0.20217159063739018,0.2482542544335798,0.30929985723813236,0.34457354620725456,0.3874988639069295,0.434991101545654,0.32113153566149005,0.07490260078267047,0.11419965912053627,0.17413481471284975,0.2109918090877713,0.25769125557208167,0.30171917222658884,0.18893988525041638,0.9590827041289284,1.1710968652351725,1.4543932942002156,1.6182609027365367,1.8243091013940018,2.0570624239988486,1.5140342152822839
0.18330434749695151,0.23039726344071954,0.2823918082009972,0.32383989676179736,0.3744705050715112,0.4176579516057788,0.30201029542962593,0.06556802197174562,0.10374285641868752,0.15254610262587218,0.19559915899603422,0.2534939939802825,0.2925485061911494,0.1772497733639619,0.8693746016471597,1.0834302828723623,1.3231674547374555,1.5167941573454986,1.7556399124930364,1.9690656533516482,1.4195786770745267
0.16962722165053223,0.21570291182432913,0.2699699630016945,0.3054432155684417,0.3514841145592604,0.40209218034539995,0.28571993449160965,0.0547236476252988,0.08966170409032767,0.13849492697742227,0.17704535429812598,0.2297148797958387,0.27787828095173056,0.16125313228979066,0.8082399304875676,1.0222315589077742,1.276834979143694,1.4409404596196005,1.6570471781775595,1.9033925774617197,1.3514477806329859
0.18284337435199022,0.2354127903950328,0.28988846183926575,0.32657760301768785,0.36358195290482415,0.4140923775805807,0.30206609334823026,0.0654894013043489,0.11035262815873706,0.16532157640940767,0.20526954451108315,0.24612637419105288,0.2968972082976148,0.18157612214537408,0.8637287997398102,1.103923874306695,1.3586799070233029,1.5282548183331306,1.7086354890002622,1.957776598689778,1.420166581182163
0.19693126371067343,0.23973997683588255,0.2955156178641582,0.32751200949915327,0.3710732599750658,0.4270142739908029,0.3096310669792894,0.07511215844512942,0.10900424731542391,0.16574621329427455,0.20114563838035968,0.2535318924029992,0.30504612704135525,0.18493104614659037,0.928681770600424,1.1269208577320988,1.3862955934354804,1.5362331586459224,1.7475805350354991,2.018329521459862,1.4573402394848811
0.18021979356393877,0.22892608922376667,0.28509316828198017,0.32135360030122245,0.3661659606423159,0.4224141191460836,0.30069545519321794,0.06351309148337878,0.10305371669910897,0.15627155675750196,0.19613505333038805,0.2516650310930189,0.3034694287809002,0.17901797969071617,0.8492434340040402,1.076060450467304,1.3396014393231959,1.50552192538188,1.7165203005757805,1.9877298205896903,1.412446228390315
0.1912830482915714,0.23309928401707922,0.28207842719519916,0.3070155552179298,0.3499585784746935,0.39504441015554403,0.29307988389200285,0.07226987055321776,0.10593306418407245,0.1553996617955175,0.17856179043905734,0.2266607606359189,0.2694547032854089,0.1680466418155321,0.9003092594355697,1.096983003141986,1.3250408294434814,1.4399284143680664,1.641740208603331,1.8615035010946455,1.37758420268118
0.17209392602186915,0.2157599037265735,0.2774996070937493,0.3127058956215539,0.3571816191058025,0.41253536257547635,0.2912960523575041,0.05797562779229317,0.08947553611220828,0.14862454298157274,0.18847875717515047,0.24415045375501238,0.29838584445310756,0.17118179371155742,0.8138758455237551,1.0191182821404507,1.305509979049476,1.4696352009364753,1.6806520851873803,1.9500713464450117,1.3731437898804248
0.18766644301498903,0.2378601301163753,0.2908741574390781,0.32295693740083053,0.3633713364894902,0.4214193446417833,0.30402472485042437,0.06739384788130626,0.10636009887650577,0.15906939964815694,0.19368277947963108,0.2454230631315926,0.3059651852243355,0.17964906237358802,0.8935697400431257,1.1230862253585738,1.3729211643974542,1.5179334664243225,1.7101578086504148,1.9902490145742864,1.434652903241363
0.19046475654284678,0.24480727301959046,0.3006619161276401,0.33872815705991227,0.3823908775827125,0.4397130772079174,0.3161276762567699,0.07044929799499611,0.11493363656032138,0.17074587589751836,0.2126155591599489,0.26376684378764625,0.3226572250426961,0.19252807307385453,0.89703999827545,1.1429840014037884,1.4016601053721331,1.5812092685946169,1.7928278395401436,2.0702220758141854,1.4809905481667194
0.1838020811032868,0.22947085820160748,0.2817720963903165,0.30991509290477504,0.3526302183818433,0.40905621499230066,0.294441093662355,0.06718856728365775,0.10275335202047725,0.1517579885688328,0.18415411194822678,0.23727178561680723,0.28917589559088175,0.17205028350481388,0.8670146150810618,1.0750815992438472,1.3180326769930086,1.4492354862189605,1.649199212216258,1.9230492164564912,1.380268801034938
0.17919058409082525,0.2266106260112841,0.27717737297328227,0.31301646687585216,0.35402224653021785,0.407127613321883,0.29285748496722414,0.06174918829861488,0.09722817036824254,0.14523500536641248,0.18357330083117554,0.22750621623102774,0.27865367271203845,0.16565759230125193,0.8473272726012646,1.0657794435764152,1.3039797175829122,1.468388898611864,1.6661377392601269,1.9225263470200822,1.3790232364421107
0.19837918342218802,0.24618183722467193,0.29032982478597286,0.3208958569708934,0.3688660417105527,0.41817052760319273,0.30713721195291194,0.07707496851410381,0.11780670856061702,0.16286430328810106,0.1927438877743024,0.2463031779188298,0.29152002768433705,0.1813855122900485,0.9371158377621455,1.1542671206488877,1.3583760761569734,1.504733002330165,1.7327972499381845,1.9706244410362543,1.4429856213121017
0.1765762569069669,0.22328643700824258,0.2746890703612468,0.3158776049609607,0.362649523386045,0.4122840099080766,0.2942271504219231,0.06319273950928689,0.09825105138717544,0.14281985389160184,0.18735022021833792,0.24315789455344658,0.2955067870051737,0.1717130910941704,0.8366152999969589,1.053150604441966,1.2917849029615214,1.481079502951712,1.7028978473708565,1.9440432752404733,1.3849285721605813
0.18202632602596203,0.22966557651699734,0.2751850744340516,0.3047690135891279,0.34194802197115165,0.40154838901477974,0.28919040025867837,0.06556770583175273,0.1011164092927361,0.14760064019158523,0.1789514362014704,0.2203525562909106,0.28138450218138616,0.16582887499830687,0.8612902200495739,1.0782542626506824,1.2931543921387687,1.4331465847592992,1.6126408999737507,1.899616888184226,1.3630172079593834
0.17503221184224646,0.2293406631357009,0.2807717929335465,0.31878837345800676,0.37361811154451857,0.42077350682349113,0.2997207766229184,0.05731152513768951,0.09888676245568184,0.1509215140391958,0.19478618155971286,0.2576824432752545,0.3078837758119536,0.17791203371324804,0.8292948258309997,1.0808722264923716,1.3210340985674727,1.4945921957173682,1.7542029462002788,1.98579626382489,1.4109654261055635
0.1817540804925716,0.22836067060823495,0.2805710191457296,0.32288879537349596,0.3696636197437574,0.4127221090152098,0.2993267157298332,0.06542503855182896,0.1017163071708348,0.1542360810889913,0.19892677602735342,0.2555792526196894,0.30188685529019754,0.1796283851248159,0.8573884290240671,1.0708369181419137,1.311959409061351,1.5093707461399468,1.7330323799442753,1.941553261155603,1.404023523911193
0.17539289186201812,0.22590407372108368,0.28152674797077054,0.31371022618248046,0.3629391390457618,0.40561663899960027,0.29418161963028583,0.05903075282095424,0.09914304780513085,0.1512140002989775,0.1851016456566942,0.24090364541808829,0.2844785808597974,0.16997861214327373,0.8306666265227629,1.0625527830054162,1.321857147839836,1.4719664136194055,1.7056177066241838,1.9122808930255542,1.3841569284395263
0.18798114767042048,0.23267273371972727,0.28559564636630297,0.31306558746314517,0.3539272448679735,0.4075253925939882,0.29679462544692625,0.06955963061183153,0.10385457541684374,0.15179628534256875,0.1819694638234596,0.2304701716385923,0.2789385025272109,0.16943143822675114,0.8911427911712462,1.0967816632677803,1.343768060333018,1.4670774587761133,1.6627490907419311,1.9218684651409543,1.397231254905174
0.17878239445988917,0.22684255020003305,0.2703047779592214,0.30940834335254563,0.35130433317374654,0.4083972367005843,0.29083993930767,0.06220684648156656,0.09859018023960331,0.1395158770652406,0.18055474475396052,0.2235766846247823,0.277241203767304,0.16361425615540956,0.8482173224771918,1.067134194725872,1.2705613740014106,1.4479724309382171,1.651091825262942,1.9272190367521875,1.3686993640263037
0.18304928910546972,0.23190490789233265,0.28075310755881133,0.305535127544434,0.3443586645870833,0.3985446612711445,0.2906909596598793,0.06785225977288681,0.1037308485643147,0.14959219197451393,0.17808243091648313,0.21869139048868408,0.27587724198270125,0.165637727283264,0.8642011837352016,1.0861317118322784,1.3167462442245519,1.4324069214861628,1.6158554342681466,1.8743558452259252,1.3649495567953778
0.18025077708255188,0.2264902234417522,0.28087509334577687,0.32331248169160653,0.36962752653153935,0.41240985665289914,0.298827659791021,0.0650390097947686,0.10035370451364749,0.1526319955573414,0.2018908575949394,0.2605111659697916,0.30709097448947786,0.1812529513199944,0.8480643363382125,1.0622742139500163,1.316096161420244,1.5105137594103288,1.7281527679427318,1.9329743170464715,1.399679259351334
0.18239413267520907,0.22243953121365123,0.27137385278481313,0.3065859522587444,0.3524122278128793,0.40056982615658643,0.2892959204836473,0.06639923850838128,0.10096217900721313,0.14713617409468754,0.18047945625285786,0.22928062844504413,0.27675042715530374,0.1668346839105813,0.8675638224014169,1.0512559990920598,1.2790671443533266,1.4394550718284798,1.6568325374581205,1.8921127413570797,1.3643812194150806
0.1904896615412668,0.23804296635716027,0.28809647615262685,0.31554003848765655,0.3600599957335964,0.40436242950339285,0.2994319279626166,0.07073119232981347,0.10761358692309315,0.15567583128868154,0.1849368459906474,0.23459714850800956,0.27776321560548684,0.17188630344095532,0.904057882311387,1.1214123334304709,1.3548564934944765,1.4853651629478701,1.6967642287006615,1.9124916539220118,1.4124912924678128
0.18680820156252398,0.23580766370071798,0.2895607449985941,0.31164867204298796,0.3526797118899663,0.4026657716144304,0.29652846096820346,0.06980374859240175,0.10848719325260736,0.1591126757170455,0.18103187008052735,0.22428818681402987,0.2743998337078795,0.1695205846940819,0.8808853485144674,1.1038393100984383,1.3512968714935818,1.4514704735272002,1.649085124197696,1.8901642602402524,1.3877902313452726
0.1817742464984478,0.23166292230792848,0.2810324441233456,0.3138075698358422,0.35622683768283414,0.4081446028554098,0.2954414372173014,0.06806199653665997,0.10748338314639075,0.15726457182519005,0.19165678016612123,0.2434352130430524,0.2907499248408776,0.1764419782597153,0.852946351519325,1.0812891372597022,1.3109778795760922,1.4643122947513523,1.6639911487735317,1.9143917050484545,1.381318086154743
0.17150250526636462,0.2173298049041343,0.2645249113559917,0.30311283907683767,0.35567343840481663,0.40903418653627654,0.2868629475907369,0.05940441892174036,0.09070654252648117,0.1347624411008182,0.17706678155870725,0.23593833543216536,0.2952793447312773,0.16552631071186494,0.8117871499554109,1.0221403448402748,1.24404050996803,1.4239207494429253,1.6736745677913314,1.9313155896433434,1.3511464852735526
0.18992412416260918,0.2414534138897397,0.29277977741603123,0.317315730105489,0.3586134759121303,0.41886357606369556,0.30315834959161586,0.0721210707341216,0.11045300892955395,0.16077963734435868,0.18714893346303893,0.23333263345263966,0.29368293839486254,0.1762530370530959,0.8939047399464932,1.1270790740999663,1.3665975147934772,1.484525887938832,1.6792038303071588,1.9673478593363503,1.419776484403713
0.18628497075513425,0.22775129049782553,0.2825912250195923,0.32458540221470095,0.3726397236238026,0.40824781566575935,0.30035007129613583,0.06981534359924836,0.10107040101066621,0.15633825644727675,0.19500831488430526,0.24985070023711656,0.2897617487378662,0.17697412748607988,0.876240811635051,1.0640508923684067,1.3223732132126877,1.517371575686713,1.7427264174148744,1.9176453399593556,1.4067347083795145
0.17562227408437495,0.222705788465206,0.28420200194170975,0.3214760418196389,0.36492397675879135,0.4164406231906672,0.29756178437673136,0.06235626894318103,0.09624477579674494,0.15510399990063295,0.1960256130590786,0.2458527757615177,0.29478113504753833,0.17506076141811558,0.8239404362516565,1.0405507247171812,1.3277494934693772,1.4962150106422616,1.7047713028110008,1.9527678017779775,1.3909991282782423
0.17899329044507004,0.22837662536757666,0.2833513776625549,0.31530826205467977,0.3623440775792352,0.40113512677817537,0.29491812664788203,0.06305771842171053,0.10521255515420724,0.16106043838562564,0.195999356973907,0.2507191818469953,0.29242577707763345,0.1780791713100132,0.8434529359611059,1.069635164219493,1.3257021993100697,1.4718911139842747,1.6939579233473272,1.8849361012684505,1.3815959063484538
0.18516636537929834,0.23044923592514685,0.2820160470811233,0.3117910579417704,0.34192989079678765,0.3881683728698203,0.28992016166565776,0.06623915174195046,0.10690030110792063,0.15645945168926245,0.18703286502191346,0.22255410001397294,0.26032702798741114,0.16658548292707184,0.8710225869419155,1.0793808210849556,1.3195272725461578,1.456377575970555,1.596286966315573,1.8168536548336192,1.3565748129487958
0.1847506023329964,0.24052301989820862,0.2944275368926883,0.31822223344660044,0.3602276996775058,0.4012708563122359,0.29990365809337255,0.07039723581534249,0.11811728802566451,0.17023554705120725,0.19449670967413632,0.2407441135770871,0.284484336630628,0.1797458717956776,0.8658731227200737,1.1199111803275914,1.372616934857123,1.4841239033180478,1.6845753202291827,1.8888233127094338,1.402653962360242
0.18412286078772247,0.23635068272741325,0.28622781147954535,0.31964130461133605,0.36327597124599487,0.40684535442095227,0.2994106642121607,0.06822936789679752,0.10862014398770439,0.16062794093669625,0.1972828072567481,0.25063609864266134,0.29556886225641615,0.1801608701628373,0.8645379295019313,1.1033147542870854,1.3371515451103393,1.4948040254851414,1.7011137991204228,1.914823695742708,1.4026242915412712
0.1804117903635857,0.219739542761119,0.27708732219053767,0.3172352273480507,0.36182393286299236,0.405692582998078,0.29366506642072726,0.062041832099629844,0.09389337159573793,0.14894381095614292,0.191315902410201,0.24204528558043645,0.2870838451066649,0.17088734129146885,0.8502067057619028,1.0320609882416858,1.296134585161071,1.4804038594656603,1.6943511225301249,1.9070607749282413,1.376703006014781
