,train_loss
0,1.7141046054247354e-05
1,1.696719399963816e-05
2,1.6719145545115074e-05
3,1.689610071480274e-05
4,1.6222376790311603e-05
5,1.661736492274536e-05
6,1.6570600111865334e-05
7,1.5944274556305674e-05
8,1.6342646752794583e-05
9,1.5959967341687944e-05
10,1.6060373487157954e-05
11,1.6083638183772563e-05
12,1.602399240558346e-05
13,1.5920236861954133e-05
14,1.5542228809661337e-05
15,1.5861463422576585e-05
16,1.5604541533523134e-05
17,1.5505469248940548e-05
18,1.568779038886229e-05
19,1.5518676955252887e-05
20,1.5143396643300851e-05
21,1.5309517685737873e-05
22,1.5495313693665797e-05
23,1.5412199621399242e-05
24,1.501894323155284e-05
25,1.4937544086327156e-05
26,1.5140030170894331e-05
27,1.5186351568748553e-05
28,1.4991667121648789e-05
29,1.4894985490375094e-05
30,1.500745200448566e-05
31,1.4890736848529842e-05
32,1.4908726120160686e-05
33,1.469835043988294e-05
34,1.4656333045827018e-05
35,1.4790909675260385e-05
36,1.4332269266661671e-05
37,1.4340755684922139e-05
38,1.4168296733664142e-05
39,1.4685894259148173e-05
40,1.4610005180454916e-05
41,1.4413926595201094e-05
42,1.4360374512357844e-05
43,1.4300456063614952e-05
44,1.4479889586153957e-05
45,1.4080835195879142e-05
46,1.4074387856655651e-05
47,1.3973221389783754e-05
48,1.4201987845202287e-05
49,1.3944075391110447e-05
50,1.3972811607850922e-05
51,1.3840040968110163e-05
52,1.405096302429835e-05
53,1.3819913793769147e-05
54,1.3679489493370056e-05
55,1.3653442470563782e-05
56,1.3987558583418528e-05
57,1.3552479601154724e-05
58,1.3822502870526579e-05
59,1.3856941885832284e-05
60,1.3658670812017388e-05
61,1.3688623956922027e-05
62,1.3711111775288979e-05
63,1.387058627895183e-05
64,1.3561016207353936e-05
65,1.3646217994391918e-05
66,1.3600925707982645e-05
67,1.3464109247757329e-05
68,1.3557818925215139e-05
69,1.3331790040764544e-05
70,1.3569077321638663e-05
71,1.337624801736739e-05
72,1.3323315781437689e-05
73,1.331678307097819e-05
74,1.332731322488851e-05
75,1.3457295588321155e-05
76,1.346722064125869e-05
77,1.3511636967046394e-05
78,1.3406082936045196e-05
79,1.3203637984891733e-05
